,Company,0217price,0217amt,0517price,0517amt,0817price,0817amt,1117price,1117amt,0217-0517chng,0517-0817chng
2604,SPIRIT AIRLS INC,57.8602401934,1000860,53.07024961,786467,51.6494031802,786921,33.4122927316,200525,-214393,454
2605,SPIRIT RLTY CAP INC NEW,10.8596224817,1553461,10.1301375266,2040841,7.40998607519,2412960,8.57032504793,2418228,487380,372119
2606,SPLUNK INC,51.1500008196,2562346,62.2902489267,2910295,56.8898364506,3228872,66.4301691722,3392284,347949,318577
2607,SPOK HLDGS INC,20.7531670198,92516,19.0020625795,91148,17.6949675054,96016,15.3506337825,90094,-1368,4868
2608,SPRAGUE RES LP,28.0999971296,1358719,27.099713902,1293962,28.2002207473,1219494,24.600288231,1281611,-64757,-74468
2609,SPRINT CORP,8.41998343692,5576258,8.67977421889,3570715,8.20993407253,3250087,7.77972001942,2686472,-2005543,-320628
2610,SPROUTS FMRS MKT INC,18.9197708869,1973174,23.1202285633,2963206,22.6699440043,2823430,18.7698755236,2926338,990032,-139776
2611,SPS COMM INC,69.8790815633,22081,58.5063614435,21143,63.7962502074,12054,56.7164552841,79871,-938,-9089
2612,SPX CORP,23.715563171,186755,24.2495390643,138848,25.1493201169,78690,29.3356284109,149886,-47907,-60158
2613,SPX FLOW INC,32.0551959946,81890,34.7093635406,82629,36.8793327938,56834,38.5590304007,119142,739,-25795
2614,SQUARE INC,13.6270519543,110809,17.2805034538,699806,23.4600697146,4594445,28.8099879691,6369423,588997,3894639
2615,SS&C TECHNOLOGIES HLDGS INC,28.599846677,1271825,35.3997893078,1084046,38.4101805866,1326289,40.1507616605,802326,-187779,242243
2616,ST JOE CO,19.006993007,71500,17.048707321,87338,18.7446015805,155138,18.8499181498,143555,15838,67800
2617,STAG INDL INC,23.8678613865,339159,25.0196097962,481902,27.5998984344,716778,27.471419839,307556,142743,234876
2618,STAMPS COM INC,114.64946813,59695,118.342674374,34079,154.874721277,136336,202.648054399,100149,-25616,102257
2619,STANDARD MTR PRODS INC,53.2225636357,342693,49.1385385896,333445,52.2235784669,326883,48.2511200596,352883,-9248,-6562
2620,STANDEX INTL CORP,87.8511874185,303684,100.15001906,325292,90.7019232658,305418,106.201423774,251023,21608,-19874
2621,STANLEY BLACK & DECKER INC,114.689916406,2405303,132.869438252,2093002,140.730118044,1777466,150.969835388,1519330,-312301,-315536
2622,STANTEC INC,25.2462830346,55018,25.8951639978,68507,25.1042603647,73374,27.7478612505,98422,13489,4867
2623,STAR BULK CARRIERS CORP,5.10304866004,60748,11.8689630035,43896,9.83540341311,49515,9.70317210922,47098,-16852,5619
2624,STARBUCKS CORP,55.5201719724,4904974,58.3899469113,5881098,58.3099688943,6804857,53.7099365851,8448325,976124,923759
2625,STARWOOD PPTY TR INC,21.9500218969,6329652,22.5800293818,6202472,22.3901318117,5250974,21.7199202872,5086759,-127180,-951498
2626,STATE BK FINL CORP,26.8604115724,1316026,26.1196731775,1339565,27.1195146122,1269418,28.6495071633,1295764,23539,-70147
2627,STATE NATL COS INC,13.8574429199,73318,14.3886917835,35514,18.383775834,25838,20.9890090749,401877,-37804,-9676
2628,STATE STR CORP,77.7198710769,4469642,79.6101081919,2593540,89.7301134014,1994949,95.5401058779,1971706,-1876102,-598591
2629,STATOIL ASA,18.2401977125,920933,17.1807923,991165,16.5297669657,1060874,20.0902248721,1043393,70232,69709
2630,STEEL DYNAMICS INC,35.5798552543,8304081,34.7600740631,7437441,35.8099846234,5182549,34.4701540004,4683559,-866640,-2254892
2631,STEELCASE INC,17.8980508994,319532,16.7481558688,223547,14.0022110173,370870,15.3980670809,428885,-95985,147323
2632,STEIN MART INC,5.48107547589,108008,3.0036514979,101876,1.68832754991,278382,1.30625636041,65837,-6132,176506
2633,STEPAN CO,81.4787044295,88023,78.8043924298,60923,87.1515539891,56178,83.6524162481,85401,-27100,-4745
2634,STERICYCLE INC,77.03977649,1090242,82.8899507643,1198927,76.3196179843,1005613,70.5543187987,918172,108685,-193314
2635,STERIS PLC,67.3902683792,891835,69.4591675141,695243,81.5006378612,576928,88.3991276933,569983,-196592,-118315
2636,STERLING BANCORP DEL,23.4006821756,786601,23.6999756224,520971,23.2503265173,784032,24.6488945597,1017287,-265630,263061
2637,STEWART INFORMATION SVCS COR,46.0794844253,93100,44.18806404,88757,45.3805772491,146869,37.7609951133,326395,-4343,58112
2638,STIFEL FINL CORP,49.9504842878,2152852,50.1899441341,2080875,45.9797636697,2155035,53.4597993427,1748454,-71977,74160
2639,STMICROELECTRONICS N V,11.3499923952,558855,15.4590754848,719642,14.3792743146,614426,19.4196461839,536776,160787,-105216
2640,STOCK YDS BANCORP INC,46.9582176881,26662,40.6602885822,25504,38.8891292123,23117,38.0051166662,32443,-1158,-2387
2641,STONERIDGE INC,17.6917438529,30014,18.1422651934,144800,15.4112394528,97656,19.8049189892,97703,114786,-47144
2642,STORE CAP CORP,24.71011777,440265,23.8799299612,653352,22.4493360653,1379729,24.8701168685,759144,213087,726377
2643,STRATASYS LTD,16.5436364588,114606,20.4909506969,19228,23.3180865256,104940,23.1299787906,59879,-95378,85712
2644,STRAYER ED INC,80.6271334924,33103,80.5084745763,11092,93.2656700041,7291,87.2527837793,18051,-22011,-3801
2645,STRYKER CORP,119.810747175,1032904,131.650054437,1138017,138.78009139,1201008,142.020567511,1218232,105113,62991
2646,STUDENT TRANSN INC,5.58367191769,42087,5.86506803243,84739,6.07067904278,70997,5.98655220238,56961,42652,-13742
2647,STURM RUGER & CO INC,52.7068972467,99228,53.5493530925,130235,62.1455966821,108986,51.6998196319,116983,31007,-21249
2648,SUBURBAN PROPANE PARTNERS L,30.0603238107,639880,26.9604482144,816752,23.7899035852,967175,26.0907675149,1067849,176872,150423
2649,SUCAMPO PHARMACEUTICALS INC,13.548695606,169389,10.9992312365,186013,10.504582797,115759,11.7996293366,753244,16624,-70254
2650,SUMITOMO MITSUI FINL GROUP I,7.63977289397,2031474,7.25023630734,2108483,7.85996142397,2341869,7.70986129369,2387851,77009,233386
2651,SUMMER INFANT INC,2.02187298961,21762,1.89376859951,22178,1.76767676768,15840,1.86950831931,10698,416,-6338
2652,SUMMIT HOTEL PPTYS,16.0299032473,512854,15.9794992632,538127,18.6488069716,165587,15.9877370855,265516,25273,-372540
2653,SUMMIT MATLS INC,23.7900680181,3196502,24.7100599608,2699265,28.8701175075,3344808,32.0300652733,2123380,-497237,645543
2654,SUMMIT MIDSTREAM PARTNERS LP,25.1493105612,1252758,24.0007208646,1032094,22.6498562679,1068307,19.9993460213,886879,-220664,36213
2655,SUN CMNTYS INC,76.614918756,276082,80.3311191189,345495,87.6904138577,589768,85.6798141135,614999,69413,244273
2656,SUN HYDRAULICS CORP,39.9687255668,31975,36.1126785017,23039,42.6937738247,23610,54.0069078603,28663,-8936,571
2657,SUN LIFE FINL INC,38.4104392412,642039,36.549428961,750299,35.751187905,578750,39.8196280871,719846,108260,-171549
2658,SUNCOKE ENERGY INC,11.3412934521,719671,8.95837166559,505449,10.9003126529,282102,9.14352089801,194564,-214222,-223347
2659,SUNCOKE ENERGY PARTNERS L P,19.24915651,181982,15.3548208604,43374,17.5392075157,26398,17.2055057618,12496,-138608,-16976
2660,SUNCOR ENERGY INC NEW,32.6901640365,3534580,30.7502633834,1951528,29.2001897009,3460183,35.0297136623,3631831,-1583052,1508655
2661,SUNOCO LP,26.890221673,1829587,24.1701803311,1322456,30.6099153206,1340350,31.100035025,1758744,-507131,17894
2662,SUNPOWER CORP,6.6116815351,148525,6.10009303044,310651,9.34094954909,306714,7.29207118245,324462,162126,-3937
2663,SUNRUN INC,5.28330781011,13060,5.3973965499,56694,7.13235090056,36033,5.54323725055,65846,43634,-20661
2664,SUNSTONE HOTEL INVS INC NEW,15.2504631517,775124,15.3295180942,743859,16.1195270554,1318463,16.0699244717,1221661,-31265,574604
2665,SUNTRUST BKS INC,54.8499069746,9413562,55.2999822791,9006332,56.7199216697,10214189,59.7698890824,10870323,-407230,1207857
2666,SUNWORKS INC,2.0179191218,12389,1.52194809356,12484,1.74755739137,12589,1.60720025715,12444,95,105
2667,SUPER MICRO COMPUTER INC,28.0481932496,201439,25.3454478668,92561,24.6507368246,300275,22.1003215214,233888,-108878,207714
2668,SUPERIOR DRILLING PRODS INC,1.31606379652,76744,0.89325591782,67170,0.632806496813,66371,0.798424442434,56361,-9574,-799
2669,SUPERIOR ENERGY SVCS INC,16.8792577516,1749603,14.2599999245,2384993,10.4299976829,3431065,10.6800901539,2014777,635390,1046072
2670,SUPERIOR INDS INTL INC,26.3497103911,180761,25.3487783808,209517,20.5473795484,242172,16.6541808333,121471,28756,32655
2671,SUPERNUS PHARMACEUTICALS INC,25.2490144607,218662,31.2972736747,178482,43.1021436348,204839,40.0035841937,301323,-40180,26357
2672,SUPERVALU INC,4.67001334935,6865505,3.86000482058,5924604,3.28998934734,4490896,21.7479667076,263243,-940901,-1433708
2673,SUPPORT COM INC,0.872487558974,30946,2.22997866977,10314,2.32333010649,10330,2.32490555071,10323,-20632,16
2674,SURMODICS INC,25.4113253255,39628,24.0414347557,38808,28.1496943492,33535,30.9984625124,44228,-820,-5273
2675,SVB FINL GROUP,171.660569287,448280,186.092274832,404509,175.790157149,583713,187.09018168,577390,-43771,179204
2676,SYKES ENTERPRISES INC,28.8602585038,144524,29.403311106,139168,33.5335335335,151848,29.1616614099,168989,-5356,12680
2677,SYMANTEC CORP,23.8901002897,10059062,30.6800007387,7689374,28.2500967645,5244690,32.8099173342,3904033,-2369688,-2444684
2678,SYNAPTICS INC,53.581005038,529572,49.5082632615,364626,51.7109672756,243488,39.1808148768,199613,-164946,-121138
2679,SYNCHRONOSS TECHNOLOGIES INC,38.3043134533,103722,24.4002306805,173400,16.4485339117,93139,9.32888743785,186839,69678,-80261
2680,SYNCHRONY FINL,36.2700202312,15574433,34.3000209171,10952763,29.8199619554,10822046,31.0499667685,10157531,-4621670,-130717
2681,SYNERGY PHARMACEUTICALS INC,6.09052100993,1013378,4.66009906833,1425077,4.44982957569,2207725,2.90022817218,3317670,411699,782648
2682,SYNNEX CORP,121.019675033,1056415,111.939842269,1161347,119.960076654,1315521,126.510102759,1233277,104932,154174
2683,SYNOPSYS INC,58.8599150308,2100054,72.1299891566,2006752,72.9294326297,2146006,80.530056523,1992995,-93302,139254
2684,SYNOVUS FINL CORP,41.0789899687,675187,41.0208365107,688455,44.2397059164,865060,46.0595558864,1123046,13268,176605
2685,SYNTEL INC,19.789152942,359692,16.8230218106,25263,16.9526719369,67423,19.6506674564,351184,-334429,42160
2686,SYSCO CORP,55.3699488497,4925289,51.9199604096,6767301,50.3300533988,8090812,53.9500254823,7544445,1842012,1323511
2687,SYSTEMAX INC,8.78734622144,19346,11.0957387936,36140,18.7733438176,10174,26.4417923247,13993,16794,-25966
2688,T MOBILE US INC,57.5099614598,1577831,64.5904688879,1181583,60.6873673771,2779969,61.7058531906,4072531,-396248,1598386
2689,T2 BIOSYSTEMS INC,5.26005639823,4252616,5.26003660792,4252632,3.21006352221,4270632,4.20008092479,4270632,16,18000
2690,TABLEAU SOFTWARE INC,42.1498828843,1188995,49.5493954118,1110508,61.2705359006,1217502,74.8900269744,1356469,-78487,106994
2691,TAHOE RES INC,9.42050123182,569078,8.02927713417,346482,8.61900280467,214642,5.27026872955,350836,-222596,-131840
2692,TAILORED BRANDS INC,25.5506587076,422494,14.9376150875,184099,11.1596462253,259148,14.438929195,364847,-238395,75049
2693,TAIWAN SEMICONDUCTOR MFG LTD,28.7500447558,5474148,32.8399727942,5523817,34.9600334203,6609147,37.5501254963,7807404,49669,1085330
2694,TAKE-TWO INTERACTIVE SOFTWAR,49.2899151372,633375,59.2701967379,731430,73.3796183826,1152568,102.229950879,981053,98055,421138
2695,TAL ED GROUP,70.149310942,887008,106.568689712,799916,122.309989014,1186984,33.7099085123,3667705,-87092,387068
2696,TALLGRASS ENERGY GP LP,26.8023981473,138607,28.7582373651,155086,25.4306406412,163071,28.2509903035,82298,16479,7985
2697,TALLGRASS ENERGY PARTNERS LP,47.4480968858,184960,53.1982734312,230515,50.0899640996,351807,47.8908325275,326764,45555,121292
2698,TANGER FACTORY OUTLET CTRS I,35.7804848503,602619,32.7716112114,532351,25.9800800163,832330,24.4196473588,1110704,-70268,299979
2699,TANZANIAN ROYALTY EXPL CORP,0.496429526101,26187,0.420055752854,26187,0.436733235399,25187,0.279876854184,10719,0,-1000
2700,TARENA INTL INC,14.9897330595,560050,18.6799651998,497699,17.9102981366,877819,14.5500034887,1003230,-62351,380120
2701,TARGA RES CORP,56.0700419676,13249999,59.8999968427,14347747,45.2000298647,13541053,47.2999983038,13500973,1097748,-806694
2702,TARGET CORP,72.2299589668,3005858,55.1900653454,2981080,52.2897068755,4551718,59.0100063101,7302592,-24778,1570638
2703,TARO PHARMACEUTICAL INDS LTD,105.278458042,113518,116.621499548,110700,112.054442488,105065,112.685560054,124488,-2818,-5635
2704,TATA MTRS LTD,34.3900288118,1010351,35.6497842513,819472,33.0105157106,794050,31.2698757427,773556,-190879,-25422
2705,TAUBMAN CTRS INC,73.9298872922,2583583,66.0200859287,2599830,59.5500577626,2309452,49.6982144834,261941,16247,-290378
2706,TAYLOR MORRISON HOME CORP,19.2590091991,59245,21.320378135,452431,24.0102136501,1917434,22.0500605305,1273738,393186,1465003
2707,TC PIPELINES LP,58.83982112,787120,59.6601826102,835331,55.0001204822,912998,52.3194599972,896588,48211,77667
2708,TCF FINL CORP,19.5894849087,1468594,17.0198428629,1394960,15.9398093928,1831515,17.0401639307,2633308,-73634,436555
2709,TCP CAP CORP,16.9023654818,23547,17.4273313166,30412,16.9067000626,62283,16.4976511819,53644,6865,31871
2710,TD AMERITRADE HLDG CORP,43.6000468736,1587246,38.8596567162,1605727,42.98995307,1444919,48.8000109739,1239303,18481,-160808
2711,TE CONNECTIVITY LTD,69.2803964705,1618683,74.5501750965,1932363,78.6802197009,1828668,83.059623306,2008208,313680,-103695
2712,TEAM INC,39.252273606,59487,27.0474067274,30502,23.4706616729,12015,13.3457848714,117790,-28985,-18487
2713,TECH DATA CORP,84.6803250156,1761023,93.8999703534,1727008,101.00004805,1810613,88.8496944536,1390787,-34015,83605
2714,TECK RESOURCES LTD,20.0302837805,2712343,21.9002384991,1617197,17.3307013797,1149463,21.0899739026,947986,-1095146,-467734
2715,TECNOGLASS INC,12.2537241711,24972,10.8448172558,33380,9.34169553967,22801,6.7214339059,12051,8408,-10579
2716,TEEKAY CORPORATION,8.03247414547,139434,9.14799804035,112265,6.67076305902,566352,8.92987229697,803035,-27169,454087
2717,TEEKAY LNG PARTNERS L P,14.4504545298,1219062,17.5501011403,1028769,15.3504116649,876198,17.7998312151,787985,-190293,-152571
2718,TEEKAY OFFSHORE PARTNERS L P,5.06101509503,159059,5.07020374308,1251429,2.87167471498,69994,2.37369087352,69512,1092370,-1181435
2719,TEEKAY TANKERS LTD,2.26133158599,280808,2.04894920862,319188,1.88257547031,224161,1.61921936021,374872,38380,-95027
2720,TEGNA INC,21.3902021807,2951024,25.6198964843,3277765,14.4100526375,2494231,13.3302848706,3857682,326741,-783534
2721,TEKLA HEALTHCARE INVS,21.10764901,19898,24.0480961924,16966,25.1050042002,83330,25.2189405536,39851,-2932,66364
2722,TELECOM ARGENTINA S A,18.1718263418,136475,22.1909978187,251228,25.3334799489,118223,30.8330441914,63406,114753,-133005
2723,TELECOM ITALIA S P A NEW,8.60499539247,311447,8.62983605119,387377,8.91846132278,370916,8.98609879366,374356,75930,-16461
2724,TELEDYNE TECHNOLOGIES INC,123.000802934,138243,126.452635286,136304,127.650079156,212871,159.180839077,76322,-1939,76567
2725,TELEFLEX INC,161.149454229,532183,193.730515609,487249,207.75925448,461101,241.971012297,369536,-44934,-26148
2726,TELEFONICA BRASIL SA,13.3797411995,1992191,14.8497156071,3194876,13.4901792254,2848146,15.8399324589,2954053,1202685,-346730
2727,TELEFONICA S A,9.19933798462,1614464,11.1897957529,1738727,10.3901579766,1868884,10.7903348943,1850823,124263,130157
2728,TELENAV INC,7.04526046114,14052,8.68240670221,13130,8.06683952751,10413,6.3309352518,10425,-922,-2717
2729,TELEPHONE & DATA SYS INC,28.8680630967,318622,26.512009438,216996,27.7517098477,266398,27.887355319,215474,-101626,49402
2730,TELETECH HOLDINGS INC,30.5058447621,76051,29.6028462044,51718,40.8030631661,127711,41.7460102952,81397,-24333,75993
2731,TELIGENT INC NEW,6.61071510692,121772,7.80907683469,102701,9.14720286306,84944,6.70893201554,108363,-19071,-17757
2732,TELUS CORP,31.8501986523,3084031,32.4799929318,1448738,34.5201836597,851357,35.9695039539,669595,-1635293,-597381
2733,TEMPUR SEALY INTL INC,68.2789868529,336575,46.4597165791,807280,53.3910920248,933770,64.5202708857,911233,470705,126490
2734,TENARIS S A,35.7095803613,1305504,34.1401739516,1335084,31.1403478602,1308399,28.3103315205,1256785,29580,-26685
2735,TENET HEALTHCARE CORP,14.8400911941,1472902,17.7099487213,2973357,19.3403981265,1376497,16.4298536283,1251198,1500455,-1596860
2736,TENNANT CO,71.2048504353,34801,72.6493691978,273065,73.7990721085,312321,66.2001652342,741977,238264,39256
2737,TENNECO INC,62.4727670438,341957,62.4203149128,378835,57.8293178282,463329,60.6685531448,616316,36878,84494
2738,TERADATA CORP DEL,27.169309065,622099,31.1189030117,590927,29.4899538359,606749,33.7897646634,606663,-31172,15822
2739,TERADYNE INC,25.3998130767,2306828,31.0997511739,1993360,30.0297013871,1763554,37.2899530691,2448917,-313468,-229806
2740,TEREX CORP NEW,31.5300268681,619695,31.3997088976,2998945,37.5000921333,3256152,45.0202038228,2224579,2379250,257207
2741,TERNIUM SA,24.1503363557,341900,26.1197207634,387485,28.1371280724,9276,30.928404571,253424,45585,-378209
2742,TERRAFORM GLOBAL INC,3.94882578615,249188,4.79988732403,4032803,5.04753323649,108766,4.74770419973,92887,3783615,-3924037
2743,TERRAFORM PWR INC,12.800378633,46483,12.3706471748,584448,12.0010378176,589699,13.2196490148,571876,537965,5251
2744,TERRENO RLTY CORP,28.4898445266,2865056,28.0002254851,1472381,33.6601114285,1321386,36.1806647376,817315,-1392675,-150995
2745,TESARO INC,134.479686245,251406,153.868654492,324777,139.860412355,461932,129.099243354,336617,73371,137155
2746,TESCO CORP,8.24582006201,118363,8.04563299942,113602,4.45006483008,124942,5.45129051508,186011,-4761,11340
2747,TETRA TECH INC NEW,43.1465292735,142074,40.8563005757,50543,45.7522521457,84586,46.5501940712,111557,-91531,34043
2748,TETRA TECHNOLOGIES INC DEL,5.0204832538,503338,4.06978173405,366113,2.78990596823,460589,2.86008297189,678302,-137225,94476
2749,TEVA PHARMACEUTICAL INDS LTD,36.2504447223,1748282,32.0898960769,1523626,33.2203793728,2098200,17.5991602837,1249946,-224656,574574
2750,TEXAS CAPITAL BANCSHARES INC,78.3998304974,1227120,83.4502825073,1448635,77.3995038799,1257760,85.8002084509,1213715,221515,-190875
2751,TEXAS INSTRS INC,72.9700784888,6565143,80.559997636,7884819,76.9301211286,8517639,89.6400407982,8269965,1319676,632820
2752,TEXAS PAC LD TR,296.59643436,1851,280.048076923,1664,293.862031505,1841,404.090267983,1418,-187,177
2753,TEXAS ROADHOUSE INC,48.2405826034,738341,44.5290680637,668844,50.9499427908,592562,49.140969134,758471,-69497,-76282
2754,TEXTAINER GROUP HOLDINGS LTD,7.44954468568,258942,15.295355617,173909,14.4991698949,18070,17.1430601695,112582,-85033,-155839
2755,TEXTRON INC,48.560077252,3624500,47.5900540414,4362214,47.0998986441,3299264,53.8798834302,3523727,737714,-1062950
2756,TFS FINL CORP,19.0361110712,208551,16.620498615,105051,15.4736528203,90541,16.1346656785,117387,-103500,-14510
2757,THE ONE GROUP HOSPITALITY IN,2.2265190133,34134,1.88754582743,27549,2.17749917519,30310,1.69113170534,14783,-6585,2761
2758,THERAPEUTICSMD INC,5.77029720778,200163,7.19923512998,384902,5.26870992364,349801,5.28925304787,419719,184739,-35101
2759,THERAVANCE BIOPHARMA INC,31.8874035281,58048,36.8201163563,256110,39.8367729204,239176,34.2395875518,256808,198062,-16934
2760,THERMO FISHER SCIENTIFIC INC,141.099615609,1566893,153.599778064,1751858,174.470241496,2091755,189.200790447,2022148,184965,339897
2761,THERMON GROUP HLDGS INC,19.0901395058,1293495,20.8400397788,1391696,19.1703511091,1362938,17.9904895569,506601,98201,-28758
2762,THIRD PT REINS LTD,11.5495295753,696392,12.099897793,339507,13.8987035691,298589,15.5984991714,308363,-356885,-40918
2763,THL CR INC,10.0180653638,42623,9.96577105989,33013,9.94403906293,72908,9.33105723048,69124,-9610,39895
2764,THOMSON REUTERS CORP,43.7797694656,1350167,43.2301120008,1662221,46.2900437602,2827001,45.8799592042,1955102,312054,1164780
2765,THOR INDS INC,100.050248592,1188093,96.1297242782,1419873,104.51995542,965452,125.909704716,806443,231780,-454421
2766,TICC CAPITAL CORP,6.61450002162,46262,7.38368749126,64331,6.34115409004,157700,6.85434753185,103438,18069,93369
2767,TIER REIT INC,17.3901711506,69062,17.3634577195,96179,18.4843565525,189728,19.3012639164,382462,27117,93549
2768,TIFFANY & CO NEW,77.4297119544,1067678,95.3004716771,1078704,93.8708731279,1091020,91.7797714531,1249284,11026,12316
2769,TILE SHOP HLDGS INC,19.5460492633,87895,19.2498009328,351640,20.6496109408,339280,12.700190903,437395,263745,-12360
2770,TILLYS INC,13.1906051723,53902,9.02498709113,44543,10.1525899341,83033,11.9825708061,60588,-9359,38490
2771,TIM PARTICIPACOES S A,11.7998390247,1196457,15.98021553,1875006,14.7999371473,1285546,18.2794984184,1534506,678549,-589460
2772,TIME INC NEW,17.8502309143,1997061,19.3501689,1953523,14.3499886435,783694,13.4998552849,870676,-43538,-1169829
2773,TIME WARNER INC,96.5299307731,4654691,97.7100643625,5685924,100.40987751,7317796,102.450031449,10137176,1031233,1631872
2774,TIMKEN CO,39.6996326962,1109708,45.1997600013,1130006,46.2505191008,1191965,48.5502677813,1061127,20298,61959
2775,TIMKENSTEEL CORP,15.4816481898,179955,18.9127300483,70746,15.3651283181,72632,16.5007180757,166417,-109209,1886
2776,TITAN INTL INC ILL,11.21285971,162492,10.3413153737,192432,11.9947533741,57942,10.1490113669,125628,29940,-134490
2777,TITAN MACHY INC,14.5658099118,68242,15.3316733346,71486,17.9798665561,179701,15.5308926034,236432,3244,108215
2778,TIVO CORP,20.8977082275,316829,18.752130924,184779,18.6487667377,258623,19.8499884877,512494,-132050,73844
2779,TJX COS INC NEW,75.1299275266,3328394,79.0798308314,2998666,72.1700364993,4145557,73.7300740086,3744293,-329728,1146891
2780,TOLL BROTHERS INC,31.000113278,2286411,36.109543898,2095014,39.509976477,1803342,41.4699868448,1840343,-191397,-291672
2781,TOOTSIE ROLL INDS INC,39.758539601,41249,37.3553175305,48641,34.8410757946,39264,38.0001423893,56184,7392,-9377
2782,TOPBUILD CORP,35.5999268969,924721,47.0007367109,988176,53.0700342693,1109157,65.170350766,1073080,63455,120981
2783,TORCHMARK CORP,73.7596556412,1069582,77.0400587583,1196767,76.4997777217,1331664,80.0900316855,1399063,127185,134897
2784,TORO CO,55.94972832,1632251,62.4598533719,1385546,69.2899838984,1360110,62.0605016042,1269487,-246705,-25436
2785,TORONTO DOMINION BK ONT,49.3399987606,1355452,50.0910933085,1271224,50.3800206936,1700039,56.2701605271,2007636,-84228,428815
2786,TOTAL S A,50.9698998704,652954,50.419927273,1081854,49.5894359193,1258756,53.5198389152,822424,428900,176902
2787,TOTAL SYS SVCS INC,49.0301805803,2639048,53.4598055233,2961178,58.2498187899,3610449,65.5003300325,3755691,322130,649271
2788,TOWER INTL INC,28.3494222362,584668,27.1002843745,608001,22.4480997304,136849,27.1996197573,130443,23333,-471152
2789,TOWER SEMICONDUCTOR LTD,19.0298701395,134683,23.0465270323,87562,23.8441225644,63999,30.7478037283,74672,-47121,-23563
2790,TOWN SPORTS INTL HLDGS INC,2.49913224575,72025,3.54327724723,52776,4.69450672646,42816,6.97775839512,16051,-19249,-9960
2791,TOWNEBANK PORTSMOUTH VA,33.1907360968,6779,32.3637390568,17705,30.8172177168,8015,33.5005966079,563184,10926,-9690
2792,TOYOTA MOTOR CORP,117.200460104,428599,108.620501933,440856,105.018595399,462480,119.169582278,517330,12257,21624
2793,TPG SPECIALTY LENDING INC,18.6889676449,39221,20.4003171781,41617,20.4459948132,109508,20.9619323399,70795,2396,67891
2794,TRACTOR SUPPLY CO,75.809568853,1150211,68.9699357347,1318908,54.2100159167,1897380,63.290179404,2123252,168697,578472
2795,TRANSALTA CORP,5.49822064057,56200,5.85333771786,106435,6.40011844594,3269002,5.85131220635,241997,50235,3162567
2796,TRANSATLANTIC PETROLEUM LTD,1.11546533985,68133,1.39636634447,64453,1.19888104436,60056,0.869565217391,18400,-3680,-4397
2797,TRANSCANADA CORP,45.1499603018,2990058,46.1498611963,4100034,47.6700098299,4735535,49.4300260752,4976368,1109976,635501
2798,TRANSDIGM GROUP INC,248.958122198,404558,220.161374104,433155,268.870304787,435976,255.649890732,497399,28597,2821
2799,TRANSENTERIX INC,1.2918543347,57282,1.2030798845,16624,0.709774526076,1203199,1.43159930093,161358,-40658,1186575
2800,TRANSGLOBE ENERGY CORP,1.68317219243,25547,1.57616241978,26647,1.3264710564,18847,1.43258874091,18847,1100,-7800
2801,TRANSMONTAIGNE PARTNERS L P,44.2691940929,586209,44.6801193453,537935,42.0000343875,697928,42.7110085362,668563,-48274,159993
2802,TRANSOCEAN LTD,14.7400518867,1846330,12.4501324674,2828243,8.23019018362,3198225,10.7601210969,4005717,981913,369982
2803,TRANSPORTADORA DE GAS SUR,9.02020436674,1256956,14.2200498648,1479601,16.6101592139,1517204,20.3098090172,1456833,222645,37603
2804,TRANSUNION,30.9300027539,55510341,38.3499985867,44788398,43.3100020193,37290370,47.2599844957,23552166,-10721943,-7498028
2805,TRAVELCENTERS AMER LLC,7.09954054279,156489,6.10104988623,300604,4.1017548207,153349,4.25894378194,29350,144115,-147255
2806,TRAVELERS COMPANIES INC,122.419964344,2043964,120.540163498,1872322,126.530179606,2160449,122.519873823,2285670,-171642,288127
2807,TRAVELPORT WORLDWIDE LTD,14.0999892985,2887449,11.7702697849,1169302,13.759774746,1603878,15.6998623982,965104,-1718147,434576
2808,TREDEGAR CORP,23.9942901635,77060,17.5550129315,69211,15.2529130006,29437,17.9994898285,62724,-7849,-39774
2809,TREEHOUSE FOODS INC,72.1893631826,1766299,84.660077762,1701345,81.6901061743,893719,67.7293700496,806873,-64954,-807626
2810,TREVENA INC,5.8734939759,53120,3.66251134034,59522,2.28746736995,37159,2.54568597145,43996,6402,-22363
2811,TREX CO INC,64.402708395,114902,69.379687052,66273,67.6605948099,51714,90.0661645184,87358,-48629,-14559
2812,TRI POINTE GROUP INC,11.4804122072,1107016,12.5403613459,1508250,13.1897567673,2201102,13.8091761838,982173,401234,692852
2813,TRIBUNE MEDIA CO,34.97978131,207234,37.2716746719,227143,40.7701770466,1326656,40.8601338222,2620941,19909,1099513
2814,TRICO BANCSHARES,34.1795338072,756125,35.5306054848,745667,35.1503716028,780134,40.750768122,843616,-10458,34467
2815,TRILOGY METALS INC NEW,0.504874994263,152513,0.550805224781,152504,0.631612190115,75996,0.95050463155,57864,-9,-76508
2816,TRIMAS CORP,23.4998745751,2312140,20.749962818,2306221,20.8499683485,2224224,27.0001935919,2210836,-5919,-81997
2817,TRIMBLE INC,30.1497661845,1287340,32.0102995667,1273840,35.6702443877,1149894,39.2501966537,1167026,-13500,-123946
2818,TRINET GROUP INC,25.626092021,66963,28.9015840042,115530,32.7412394195,233803,33.617856066,268637,48567,118273
2819,TRINITY INDS INC,27.7601540942,3768603,26.5500006542,3898079,28.0298378983,3366591,31.9000687311,3330369,129476,-531488
