,Company,0216price,0216amt,0516price,0516amt,0816price,0816amt,1116price,1116amt,0216-0516chng,0516-0816chng
67,AFFILIATED MANAGERS GROUP,159.760017362,2137988,162.39944421,1491212,140.770474832,1701003,144.700534705,1671763,-646776,209791
68,AFFIMED N V,7.12778878732,31286,3.72192783245,15852,2.482740946,62431,2.77219617474,53748,-15434,46579
69,AFLAC INC,59.8999474503,3602307,63.1398594771,1487729,72.1597876798,1767896,71.8698431129,3059016,-2114578,280167
70,AG MTG INVT TR INC,12.8366788218,88029,13.0719930681,66937,14.4323284157,31180,15.7677902622,26700,-21092,-35757
71,AGCO CORP,45.3902651989,584090,49.6999867619,649638,47.1308903896,900471,49.3195537525,849663,65548,250833
72,AGENUS INC,4.54816178461,18469,4.16304589455,49483,4.06182143313,39145,7.18417186926,43568,31014,-10338
73,AGILENT TECHNOLOGIES INC,41.810044527,4997866,39.8500135638,4814302,44.3598467702,4276976,47.0900862965,4709229,-183564,-537326
74,AGIOS PHARMACEUTICALS INC,64.8934037292,14963,40.5835610257,39893,41.8990452784,42316,52.8234415956,57607,24930,2423
75,AGNICO EAGLE MINES LTD,26.2806474729,746595,36.1604656021,689344,53.4998659138,928507,54.180988503,472472,-57251,239163
76,AGREE REALTY CORP,33.9816276733,27868,38.4938319447,15483,48.2660602615,17590,49.4342695753,57713,-12385,2107
77,AGRIUM INC,89.3375796423,520923,88.2892383878,436180,90.4195827017,337073,90.6881542645,602394,-84743,-99107
78,AIR LEASE CORP,33.4814180713,135508,32.1163925538,110660,26.7806938711,416158,28.5802527158,372355,-24848,305498
79,AIR METHODS CORP,41.9299449086,2347010,36.2200191268,1994063,35.8299748497,1861207,31.4902579724,1810814,-352947,-132856
80,AIR PRODS & CHEMS INC,130.110641128,589383,144.049449472,1453605,142.039657417,1051657,150.340215283,1725819,864222,-401948
81,AIR TRANSPORT SERVICES GRP I,10.0832659944,142315,15.3752917939,44552,12.9902417801,16089,14.3508263522,360258,-97763,-28463
82,AIRCASTLE LTD,20.895827652,58672,22.2325922469,60002,19.5579048534,62430,19.8621634348,256971,1330,2428
83,AIXTRON SE,4.36110041947,306574,4.84881425752,279656,6.08101569607,258345,6.04686318972,17199,-26918,-21311
84,AK STL HLDG CORP,2.24012685475,1437865,4.12831739791,111910,4.66024027628,918193,4.83010064183,396058,-1325955,806283
85,AKAMAI TECHNOLOGIES INC,52.63044531,1346388,55.5702413187,809552,55.9307333996,615708,52.9907590259,726655,-536836,-193844
86,AKEBIA THERAPEUTICS INC,12.9187839118,11611,8.99697757784,14227,7.47460087083,13780,9.03282661379,18156,2616,-447
87,AKORN INC,37.3132587729,171494,23.5277981286,298923,28.4831192047,319979,27.2597977244,847952,127429,21056
88,ALAMO GROUP INC,52.1005958186,439899,55.7067276809,138547,65.9364731654,4565,65.8885633339,41297,-301352,-133982
89,ALAMOS GOLD INC NEW,3.2881805401,300166,5.29720713207,88726,8.60061124555,1408272,8.19903123037,791313,-211440,1319546
90,ALASKA AIR GROUP INC,80.5099461902,1143101,82.0205407027,780207,58.2899730161,1327827,65.8591094312,1734779,-362894,547620
91,ALASKA COMMUNICATIONS SYS GR,1.74127310062,60875,1.76151761518,14760,1.70357751278,14675,1.73637710025,19581,-46115,-85
92,ALBANY INTL CORP,36.5667254556,8505,37.5362669246,16544,39.9380804954,29070,42.376709235,24353,8039,12526
93,ALBANY MOLECULAR RESH INC,19.8439868929,81788,15.2819663422,63997,13.4388405516,82522,16.5136402669,75695,-17791,18525
94,ALBEMARLE CORP,56.0105320095,447398,63.9300055957,770233,79.3102029641,704903,85.4902745291,779808,322835,-65330
95,ALCOA INC,9.87012658776,5539240,9.58004956768,5382540,9.38989412406,4699840,10.3183517724,5404933,-156700,-682700
96,ALCOBRA LTD,6.24194986624,10093,3.79042611726,16357,4.47730818805,29482,2.47055190365,22667,6264,13125
97,ALDER BIOPHARMACEUTICALS INC,33.0295924939,562102,24.4913051517,367804,24.9697347275,988757,32.7705198615,705207,-194298,620953
98,ALERE INC,39.0880049524,171229,50.6102884062,872866,41.6806790514,743390,43.2395534624,612356,701637,-129476
99,ALEXANDER & BALDWIN INC NEW,35.3081795578,156451,36.6841220674,143986,36.1460717798,121009,38.4175147239,96102,-12465,-22977
100,ALEXANDERS INC,384.176587302,4032,380.428488709,3454,409.387222947,3068,419.705694178,3126,-578,-386
101,ALEXANDRIA REAL ESTATE EQ IN,90.3595981443,880316,90.8905101448,689863,103.521200407,516358,108.768719121,678651,-190453,-173505
102,ALEXCO RESOURCE CORP,0.348735832607,11470,0.959023539669,11470,1.5931177314,12554,1.78697865741,29659,0,1084
103,ALEXION PHARMACEUTICALS INC,190.749374114,1362070,139.220249284,934196,116.759913773,1449196,122.539783664,2065672,-427874,515000
104,ALIBABA GROUP HLDG LTD,81.2698960253,9589541,79.0299945921,10774909,79.5298544826,7677708,105.790059978,13667475,1185368,-3097201
105,ALIGN TECHNOLOGY INC,65.8499310537,401762,72.6883907404,477903,80.5495004499,1081273,93.7496177554,1226309,76141,603370
106,ALIMERA SCIENCES INC,2.4201819655,1615581,1.74977551293,2124844,1.23014166927,1625829,1.49013224153,973068,509263,-499015
107,ALKERMES PLC,79.3800253608,2067762,34.1901586621,2365593,43.2194434278,1841486,47.0300317931,2566913,297831,-524107
108,ALLEGHANY CORP DEL,477.915536614,41296,496.215131111,23911,549.591319727,41842,525.015708451,50928,-17385,17931
109,ALLEGHENY TECHNOLOGIES INC,11.2454385225,201415,16.2998298202,229757,12.7492520384,973312,18.0701364484,2501752,28342,743555
110,ALLEGIANT TRAVEL CO,167.824904167,40435,178.069645537,51317,151.504211793,74790,132.075715319,77448,10882,23473
111,ALLEGION PUB LTD CO,65.9202729834,736162,63.7102790739,790830,69.4318394717,410993,68.9100285899,506472,54668,-379837
112,ALLERGAN PLC,314.684019827,2624690,269.348127905,3648906,233.296723872,2787986,230.387638512,3397908,1024216,-860920
113,ALLETE INC,50.84275233,75645,56.0704733857,232939,64.6308724832,178800,59.6173850474,255714,157294,-54139
114,ALLIANCE DATA SYSTEMS CORP,276.57033208,306432,220.001203713,398766,195.921512834,236166,214.530817766,321730,92334,-162600
115,ALLIANCE HEALTHCARE SRVCS IN,9.15264245645,16935,7.17640230067,18951,6.24456564698,37953,6.86439205237,34526,2016,19002
116,ALLIANCE RES PARTNER L P,13.4904525194,1534122,11.6534839925,132750,15.7595854342,571779,22.1804208271,843672,-1401372,439029
117,ALLIANCEBERNSTEIN HOLDING LP,23.8505598051,1040898,23.4306509817,392392,23.2989869891,379759,22.8015313653,313707,-648506,-12633
118,ALLIANT ENERGY CORP,62.4508486109,537879,74.278294181,525214,39.7001522017,1738482,38.3103607385,1629768,-12665,1213268
119,ALLIED HEALTHCARE PRODS INC,1.12243135901,23164,0.689164044015,43531,0.595282387082,40317,0.82231206743,43779,20367,-3214
120,ALLIED WRLD ASSUR COM HLDG A,37.1903844623,917307,34.9399904222,1213223,35.1403205499,1516207,40.4198114427,1469898,295916,302984
121,ALLISON TRANSMISSION HLDGS I,25.8895236747,2033757,26.9798660442,1971396,28.2298955119,1750343,28.6806279415,1171383,-62361,-221053
122,ALLSCRIPTS HEALTHCARE SOLUTN,15.3799598384,4682587,13.2101142931,5856346,12.7000073885,4371651,13.169930462,3761827,1173759,-1484695
123,ALLSTATE CORP,62.0895554388,1865660,67.370001197,1854594,69.950695039,2088228,69.179710082,2440759,-11066,233634
124,ALLY FINL INC,18.6401736006,7446980,18.7199787254,3609940,17.069967003,5417468,19.4700074904,5564456,-3837040,1807528
125,ALNYLAM PHARMACEUTICALS INC,94.1381459295,393135,62.770886498,641874,55.4901553447,693168,67.7800180091,942859,248739,51294
126,ALON USA ENERGY INC,14.8401485535,1841491,10.320045115,2287490,6.4804507109,944996,8.0597196355,921372,445999,-1342494
127,ALPHA & OMEGA SEMICONDUCTOR,9.19876652903,38266,11.8557650961,32558,13.9259803869,92489,21.7170665695,76852,-5708,59931
128,ALPHABET INC,772.45110191,4357481,757.852022586,4226618,699.947246949,4058533,795.658750049,4085920,-130863,-168085
129,ALPHATEC HOLDINGS INC,0.29667721519,70784,0.240868503002,58123,0.351270917695,102485,9.396295518,33311,-12661,44362
130,ALPINE TOTAL DYNAMIC DIVID F,7.6610828426,17491,7.48204911603,16573,7.24069269293,16573,7.62554769127,23736,-918,0
131,ALPS ETF TR,12.2668592882,16452296,11.0285666156,38598307,12.8624981983,31539674,12.7334135876,38201932,22146011,-7058633
132,ALTISOURCE PORTFOLIO SOLNS S,27.813364889,102253,24.1469191177,75579,27.8411753148,66161,32.3953087028,141965,-26674,-9418
133,ALTISOURCE RESIDENTIAL CORP,12.409720833,144967,12.0116927983,37630,9.19708623286,49146,10.906735361,66381,-107337,11516
134,ALTRA INDL MOTION CORP,25.0761884194,41673,27.7699485247,67411,26.9791725782,88105,28.9732088738,74241,25738,20694
135,ALTRIA GROUP INC,58.2100857391,6784649,62.6600650536,6870644,68.959846602,7333601,63.2299736448,6066743,85995,462957
136,AMAG PHARMACEUTICALS INC,30.1948974374,175990,23.3985851516,278051,23.9218289601,85863,24.5112343157,65113,102061,-192188
137,AMARIN CORP PLC,1.89052834115,446965,1.52957471479,283739,2.15967978856,366258,3.19044338468,598036,-163226,82519
138,AMAYA INC,12.5931276887,92749,13.382813852,52007,15.307752636,34427,16.2209302326,17200,-40742,-17580
139,AMAZON COM INC,675.890532537,2999357,593.640178484,2949957,715.619626498,3063063,837.31003414,2922104,-49400,113106
140,AMBAC FINL GROUP INC,14.0893574284,763697,15.7998193051,1638120,16.459956691,1487914,18.3897084449,1317041,874423,-150206
141,AMBARELLA INC,55.7403136119,223716,44.6988080073,272401,50.8117413113,134772,73.6121690295,87961,48685,-137629
142,AMBEV SA,4.45997169636,13006809,5.17990618739,6080419,5.91001701637,4681374,6.08999853717,10746308,-6926390,-1399045
143,AMC NETWORKS INC,74.6803938299,564914,64.9405772496,431148,60.4195675439,868990,51.8605343849,1037417,-133766,437842
144,AMDOCS LTD,54.5700724858,1293218,60.4199097618,1492273,57.719893238,1351042,57.8503199131,1590432,199055,-141231
145,AMEC FOSTER WHEELER PLC,6.44306752874,44544,6.39839654641,155664,6.52967159593,114554,7.43306160456,122426,111120,-41110
146,AMEDISYS INC,39.3268246398,40049,48.3404780462,61584,50.4798499445,109826,47.4338587283,121369,21535,48242
147,AMERCO,389.492981793,71457,357.310676429,109812,374.556833975,105773,324.226037467,116317,38355,-4039
148,AMEREN CORP,43.2298794326,4117615,50.0999122191,4735657,53.5800085891,4468439,49.1797303814,3210164,618042,-267218
149,AMERICA MOVIL SAB DE CV,14.0601663321,2987518,15.5303264473,1504347,12.2601617608,1701772,11.4402224163,2498378,-1483171,197425
150,AMERICAN AIRLS GROUP INC,42.3498696724,1892922,41.0095334902,2260767,28.3103953869,1623220,36.6098494238,2238933,367845,-637547
151,AMERICAN ASSETS TR INC,38.3711824589,22986,39.8924401784,29379,42.4430641822,38640,43.3886607984,62597,6393,9261
152,AMERICAN AXLE & MFG HLDGS IN,18.940345212,1150771,15.3902961803,346647,14.4801109525,248755,17.2191180072,449210,-804124,-97892
153,AMERICAN CAMPUS CMNTYS INC,41.3414024956,574533,47.0885188886,616456,52.870645603,419174,50.8699435161,1044723,41923,-197282
154,AMERICAN CAP LTD,13.7899563259,2480646,15.239943845,7282704,15.8299156083,3993641,16.9101197676,4375723,4802058,-3289063
155,AMERICAN CAP MTG INVT CORP,13.9605551042,1410474,14.6803345023,370700,15.7908859696,514284,17.1916386121,220107,-1039774,143584
156,AMERICAN CAPITAL AGENCY CORP,17.3398872336,3859483,18.6301177771,2938092,19.8200248213,2865284,19.5400199128,2698769,-921391,-72808
157,AMERICAN EAGLE OUTFITTERS NE,15.4996088349,1625912,16.6700244176,1861365,15.9300084375,4180161,17.8598962945,4766769,235453,2318796
158,AMERICAN ELEC PWR INC,58.2702162312,1812504,66.4001876421,2246831,70.0903894593,1938611,64.2100373316,2725306,434327,-308220
159,AMERICAN EQTY INVT LIFE HLD,24.0300644697,3114640,16.7997629274,3371119,14.2503257484,1125869,17.7303996655,915941,256479,-2245250
160,AMERICAN EXPRESS CO,69.5501748729,2972444,61.4000580583,8536246,60.7600553663,8405835,64.0399994563,6547689,5563802,-130411
161,AMERICAN FINL GROUP INC OHIO,72.0805397607,471320,70.369812695,571154,73.9305500265,482304,75.0002353318,637398,99834,-88850
162,AMERICAN HOMES 4 RENT,16.6586958504,537377,15.8999779216,1123272,20.4799720945,1215529,21.6402079444,1589079,585895,92257
163,AMERICAN INTL GROUP INC,61.8572744239,11688795,53.8089580512,5055162,52.5934966017,4768061,58.8547470719,3246654,-6633633,-287101
164,AMERICAN NATL INS CO,102.250560457,34347,115.484292877,41287,113.12859068,28198,121.952225752,24239,6940,-13089
165,AMERICAN RAILCAR INDS INC,46.292651912,33029,40.7487066209,17203,39.4813614263,15425,41.4852320675,29625,-15826,-1778
166,AMERICAN SOFTWARE INC,10.2138804016,11455,9.00292595093,35544,10.4882552057,38996,11.0824066794,26709,24089,3452
167,AMERICAN STS WTR CO,41.956434973,82681,39.3619225192,178599,43.8131688765,124369,40.0479616307,133440,95918,-54230
168,AMERICAN SUPERCONDUCTOR CORP,6.38286063163,18017,7.56227758007,2248,8.45002414293,4142,7.03729767769,12789,-15769,1894
169,AMERICAN TOWER CORP NEW,96.9732980163,9500605,102.370001669,8898095,113.606365083,7458693,113.321651752,7205075,-602510,-1439402
170,AMERICAN VANGUARD CORP,14.0226628895,14120,15.7644259369,13448,15.1238158551,24068,16.0385500575,13904,-672,10620
171,AMERICAN WOODMARK CORP,79.9929984246,17139,74.6030595229,13793,66.373163612,41794,80.5686029075,80689,-3346,28001
172,AMERICAN WTR WKS CO INC NEW,59.7499975251,707113,68.9302883108,1993855,84.5100216461,1441829,74.8402880098,1798550,1286742,-552026
173,AMERIGAS PARTNERS L P,34.2694016741,1006408,43.4703051408,1071145,46.7002250584,1663568,45.6600847748,1850785,64737,592423
174,AMERIPRISE FINL INC,106.420398887,1855866,94.0104893876,1507619,89.8499125469,1446490,99.7706125685,1354477,-348247,-61129
175,AMERIS BANCORP,33.9834618471,85983,29.5794385482,597273,29.6996997328,908191,34.9503559103,959933,511290,310918
176,AMERISAFE INC,50.9015178925,464328,52.5397883859,428894,61.2187517714,441025,58.7774954139,475352,-35434,12131
177,AMERISOURCEBERGEN CORP,103.710142071,2231990,86.5499165618,1315345,79.3196133112,1189794,80.7800032204,1701634,-916645,-125551
178,AMETEK INC NEW,53.5903568206,2334002,49.9800585245,2484771,46.2299299195,5742254,47.7800752978,5528183,150769,3257483
179,AMGEN INC,162.330491873,2896985,149.929853495,3402878,152.150347463,3412309,166.810077469,2980947,505893,9431
180,AMICUS THERAPEUTICS INC,9.6999987141,1399794,8.45052734964,1067034,5.46106712063,192087,7.39922458901,374769,-332760,-874947
181,AMIRA NATURE FOODS LTD,9.11368477902,133316,9.76932281175,132046,7.39634220195,123845,8.2976425459,134255,-1270,-8201
182,AMKOR TECHNOLOGY INC,6.08180956447,276398,5.89123172317,239169,5.74993765706,208524,9.72075959273,761566,-37229,-30645
183,AMN HEALTHCARE SERVICES INC,31.0468684107,68767,33.6122365803,208555,39.9697566531,214262,31.8705952848,328767,139788,5707
184,AMPCO-PITTSBURGH CORP,10.2546215556,14335,13.9015113265,29709,11.3047085667,19284,11.0823790174,10828,15374,-10425
185,AMPHASTAR PHARMACEUTICALS IN,14.2366747386,37579,11.9902617164,49290,16.129640098,53070,18.9693821575,147659,11711,3780
186,AMPHENOL CORP NEW,52.2302074373,4424566,57.8200806677,4548783,57.329905421,4302327,64.9201278247,4375053,124217,-246456
187,AMSURG CORP,75.99972501,770937,74.6004191177,1028828,77.5403536912,1051143,67.0499097057,1305177,257891,22315
188,AMTRUST FINL SVCS INC,61.580388017,1498594,25.8800403749,2562979,24.5004637745,1928739,26.8299941698,1639732,1064385,-634240
189,AMYRIS INC,1.62177129069,25281,1.11106741131,101704,0.444958618848,22474,0.602300789014,16603,76423,-79230
190,ANADARKO PETE CORP,47.8888347824,4899806,46.5699957623,7494568,53.2499722007,7347309,63.3600216894,5267091,2594762,-147259
191,ANALOG DEVICES INC,55.3197369471,1541439,59.1903774528,2383901,56.6402458068,1066203,64.450467864,1832477,842462,-1317698
192,ANALOGIC CORP,82.6331555491,13687,78.9998670036,15038,79.4204453984,18635,88.5850489811,19089,1351,3597
193,ANDERSONS INC,31.6174470272,33083,31.4134097688,25817,35.5231309447,29333,36.1496624156,21328,-7266,3516
194,ANGIES LIST INC,9.34690014198,16904,8.03571428571,10080,6.51306285351,40841,9.90541446339,40281,-6824,30761
195,ANGLOGOLD ASHANTI LTD,7.09988037922,672124,13.6903731222,1524648,18.0602379654,2205951,15.9203345043,1128117,852524,681303
196,ANHEUSER BUSCH INBEV SA/NV,125.0,406600,124.659139012,507905,131.67790147,377102,131.410486585,598765,101305,-130803
197,ANI PHARMACEUTICALS INC,45.1151962752,12457,33.6710932091,15889,55.7989153108,9588,66.3176265271,12606,3432,-6301
198,ANIKA THERAPEUTICS INC,38.1745120551,17420,44.7339190144,9903,53.715308863,6702,47.8561677836,64464,-7517,-3201
199,ANIXTER INTL INC,60.3907074245,725095,52.1097119965,631034,53.2794139456,627109,64.4995588511,751447,-94061,-3925
200,ANNALY CAP MGMT INC,9.3800060928,2412685,10.2599955898,4095031,11.0699207574,5264717,10.5000365262,7843687,1682346,1169686
201,ANSYS INC,92.5000919557,543740,89.4599563578,605377,90.7496070475,635573,92.6086395657,713184,61637,30196
202,ANTARES PHARMA INC,1.20773952807,120059,0.87305744718,22908,1.05063524831,297915,1.68025004731,306502,-97151,275007
203,ANTERO MIDSTREAM PARTNERS LP,22.8199573916,11411371,22.1100361738,12933674,27.8699688112,11139912,26.6999370661,9966016,1522303,-1793762
204,ANTERO RES CORP,21.7999787387,6989227,24.8696453592,1391013,25.979844563,4184975,26.95008219,5607738,-5598214,2793962
205,ANTHEM INC,139.439743298,1489353,138.415126332,1797607,131.339950402,1678286,123.888583762,1813452,308254,-119321
206,ANTHERA PHARMACEUTICALS INC,4.63861485806,124175,3.64342968181,16468,3.11510570932,19582,3.13202402447,27139,-107707,3114
207,ANWORTH MORTGAGE ASSET CP,4.35003597526,1211944,4.66005205805,945483,4.70019019958,875922,4.91931347944,879391,-266461,-69561
208,AON PLC,92.2098591749,703710,104.450620749,869272,109.23157113,803861,112.491591727,878599,165562,-65411
209,APACHE CORP,44.4704495378,2873796,48.8101242755,4609515,55.6702073301,1107702,63.8702971845,2283127,1735719,-3501813
210,APARTMENT INVT & MGMT CO,40.0300154523,1664476,41.8202040319,1941167,43.8406715642,1404244,45.9101758424,1748327,276691,-536923
211,APOGEE ENTERPRISES INC,43.5084197943,67757,43.8795474523,70534,46.3605198118,25086,44.6909865864,127632,2777,-45448
212,APOLLO COML REAL EST FIN INC,17.230228999,3421893,16.2999596549,3841850,16.0704452486,2033920,16.3703039257,379040,419957,-1807930
213,APOLLO ED GROUP INC,7.67018123228,1025921,8.2138840189,340521,9.11920600091,461663,7.94986241742,858757,-685400,121142
214,APOLLO GLOBAL MGMT LLC,15.1799221967,6138042,17.1199004021,4959141,15.1500919065,4833172,17.9600886918,4794130,-1178901,-125969
215,APOLLO INVT CORP,5.21912578801,296793,5.5483063344,94263,5.53665648431,57616,5.79813819524,212482,-202530,-36647
216,APPLE HOSPITALITY REIT INC,19.9694439487,638826,19.8110436192,527635,18.8110296884,558130,18.5087367153,378632,-111191,30495
217,APPLE INC,105.260023651,47808055,108.989998625,55306093,95.6000051621,47577874,113.050002362,48190543,7498038,-7728219
218,APPLIED INDL TECHNOLOGIES IN,40.4948163387,36943,43.3952246234,126189,45.1398489256,180838,46.7419336352,87245,89246,54649
219,APPLIED MATLS INC,18.670026767,4545896,21.1801881449,5653302,23.9701631607,5136469,30.1501521439,6506667,1107406,-516833
220,APPLIED MICRO CIRCUITS CORP,6.38469245428,50903,6.46241289368,25687,6.41921038577,97364,6.95025562162,633358,-25216,71677
221,APPROACH RESOURCES INC,1.84150602913,514253,1.16268827623,113530,2.09821316167,119149,3.38553627784,134986,-400723,5619
222,APTARGROUP INC,72.6499867165,319945,78.4118095115,93213,79.1319713121,432935,77.4152786467,161441,-226732,339722
223,AQUA AMERICA INC,29.7995563953,632996,31.8197470428,429796,35.6577143127,338384,30.4816836577,391481,-203200,-91412
224,AQUINOX PHARMACEUTICALS INC,12.4688279302,18045,8.81979806599,970317,6.61954143795,957166,13.3602663179,991597,952272,-13151
225,ARADIGM CORP,3.97173794891,23919,4.455298505,30301,4.39426304547,16385,6.8536261277,14299,6382,-13916
226,ARAMARK,32.2501067706,1297174,33.1198221109,1446294,33.4206044443,1433846,38.0303712614,1674346,149120,-12448
227,ARATANA THERAPEUTICS INC,5.58627800169,53345,5.51191952597,14514,6.30277084077,25227,9.36378104297,81057,-38831,10713
228,ARBOR RLTY TR INC,7.12825619791,19079,6.76886139071,108290,7.18583679464,63319,7.42398806193,53610,89211,-44971
229,ARBUTUS BIOPHARMA CORP,4.45000118509,675056,4.1296540413,748731,3.47955905993,680546,3.44009645375,610448,73675,-68185
230,ARC DOCUMENT SOLUTIONS INC,4.43592552026,18260,4.50878550116,45245,3.89320562316,122778,3.73442116472,66677,26985,77533
231,ARC LOGISTICS PARTNERS LP,13.2697794705,778762,10.2296161445,786051,13.0000865951,739072,15.0495124447,686999,7289,-46979
232,ARCADIA BIOSCIENCES INC,3.01507537688,11940,2.79552715655,15024,2.63281617301,10635,1.93067134708,22790,3084,-4389
233,ARCBEST CORP,21.3936615106,99235,21.5910638878,88092,16.2558885075,97011,19.0220531373,112501,-11143,8919
234,ARCELORMITTAL SA LUXEMBOURG,4.31159057503,11604998,4.58002113841,20590953,4.66020963394,728508,6.03976330492,1961004,8985955,-19862445
235,ARCH CAP GROUP LTD,69.7492628446,623003,71.1002382738,722698,71.9994464731,708186,79.2606542281,723234,99695,-14512
236,ARCHER DANIELS MIDLAND CO,36.6797527843,3055146,36.309661553,1763112,42.8898861242,2673614,42.1700526238,2732413,-1292034,910502
237,ARCHROCK INC,7.52030844399,1661501,8.0,1706125,9.42014077928,879817,13.0812795426,615001,44624,-826308
238,ARCHROCK PARTNERS L P,12.3095199418,609447,11.080997207,725025,13.5396190255,2416907,14.7199723314,2995454,115578,1691882
239,ARCOS DORADOS HOLDINGS INC,3.0935808198,27153,3.75450999066,54601,4.73022143674,19238,5.26879417434,23345,27448,-35363
240,ARDMORE SHIPPING CORP,12.7078339611,26283,8.45630509774,41744,6.77071079392,38253,7.03041108657,49357,15461,-3491
241,ARENA PHARMACEUTICALS INC,1.89980751479,279502,1.96839650273,274843,1.71048381887,387025,1.74988301811,361167,-4659,112182
242,ARES CAP CORP,14.2497767739,3188471,14.8406456798,532524,14.1997824219,1083749,15.4998608822,700845,-2655947,551225
243,ARES COML REAL ESTATE CORP,11.4369501466,54560,10.9497650079,80641,12.2877458171,160892,12.6019273536,110618,26081,80251
244,ARES MGMT L P,12.9224652087,60360,15.4053153275,81011,14.0886735939,81129,17.4063329424,81005,20651,118
245,ARGO GROUP INTL HLDGS LTD,59.8396671062,219169,57.3903857309,212039,51.8997942604,303296,56.4201425764,321091,-7130,91257
246,ARIAD PHARMACEUTICALS INC,6.24990230457,383846,6.38991162852,590462,7.39019971909,1769235,13.6899192251,3362182,206616,1178773
247,ARISTA NETWORKS INC,77.8489477018,28414,63.1000654022,38225,64.3823599777,112857,85.0807386819,263009,9811,74632
248,ARMADA HOFFLER PPTYS INC,10.4743405885,55087,11.2471341437,23117,13.7442089007,71230,13.4021357414,55812,-31970,48113
249,ARMOUR RESIDENTIAL REIT INC,21.7600562744,216084,21.5313346165,183918,19.9989134306,165659,22.5405240672,347818,-32166,-18259
250,ARMSTRONG WORLD INDS INC NEW,45.7300217478,3134571,48.3701559854,1035866,39.1508195386,712169,41.3215313613,432922,-2098705,-323697
251,ARQULE INC,2.1634468889,32818,1.61157904339,32887,1.9016740967,32077,1.77594657953,28154,69,-810
252,ARRAY BIOPHARMA INC,4.21872959206,689070,2.95136142312,568890,3.5571520965,256666,6.74857089087,340072,-120180,-312224
253,ARROW ELECTRS INC,54.1796299888,732194,64.4101887662,1037103,61.9003139699,1262223,63.9697546679,1459002,304909,225120
254,ARTISAN PARTNERS ASSET MGMT,36.0603197136,459286,30.8396393912,580130,27.6816895233,725317,27.2006857206,613661,120844,145187
255,ASANKO GOLD INC,1.46165777229,380390,2.12835859271,70007,3.82884048223,19327,4.18969284154,38905,-310383,-50680
256,ASBURY AUTOMOTIVE GROUP INC,67.4403417373,614039,59.839469332,222512,52.7404095406,333691,55.6715539816,346748,-391527,111179
257,ASCENA RETAIL GROUP INC,9.8499019977,1006609,11.0597645765,501819,6.99078396032,695201,5.5898967229,4206160,-504790,193382
258,ASCENT CAP GROUP INC,16.7137951929,19804,14.8073088615,30593,15.3825180069,44011,23.1698739147,95253,10789,13418
259,ASHFORD HOSPITALITY PRIME IN,14.4940423262,56230,11.661040726,45622,14.1391920969,394577,14.1016431424,463563,-10608,348955
260,ASHFORD HOSPITALITY TR INC,6.30653196404,179655,6.37755102041,170128,6.57754844563,141086,5.89012110389,266548,-9527,-29042
261,ASHFORD INC,53.2427973093,15758,45.607367344,6841,49.9532273152,5345,47.6616692772,4469,-8917,-1496
262,ASML HOLDING N V,88.7719754753,122978,100.391328573,154346,99.2091163201,167787,109.579251089,187499,31368,13441
263,ASPEN INSURANCE HOLDINGS LTD,48.2993993944,358638,47.7018425985,383046,46.3786160341,411224,46.5901293071,540651,24408,28178
264,ASPEN TECHNOLOGY INC,37.762125138,211111,36.1299204029,849905,40.2408242036,679832,46.79018204,767084,638794,-170073
265,ASSOCIATED BANC CORP,10.3876046523,859871,11.5459853934,1092934,9.4513716254,917962,12.0873059024,1009737,233063,-174972
266,ASSURANT INC,80.5403717193,842087,77.149603966,762687,86.3102216771,887056,92.2500969665,822449,-79400,124369
267,ASSURED GUARANTY LTD,26.4300445547,2074306,25.3001383919,2161253,25.3701136737,1913196,27.7495332553,2112504,86947,-248057
268,ASTEC INDS INC,40.6967898981,13146,46.7246196833,6442,56.150712831,98200,59.8712446352,74560,-6704,91758
269,ASTORIA FINL CORP,15.8489578926,129977,15.8408714956,908599,15.3287545894,172682,14.6004457723,819701,778622,-735917
270,ASTRAZENECA PLC,33.9502954779,1668822,28.1592172081,2008401,30.1900810343,2304333,32.8597954172,1936135,339579,295932
271,ASTRONICS CORP,40.6992440605,14816,38.1531767455,49642,33.2652242825,52367,45.0507991207,67324,34826,2725
272,AT&T INC,34.4100124312,23802171,39.1700124236,24710153,43.210037847,19402089,40.6100403652,18218401,907982,-5308064
273,ATHENAHEALTH INC,160.934658981,25849,138.780883569,65326,137.998148632,42131,126.119786431,89526,39477,-23195
274,ATHERSYS INC,1.03860648684,33699,2.24703266418,127724,2.17060437827,507232,2.14068426785,26627,94025,379508
275,ATLANTIC PWR CORP,1.96974374807,161950,2.46151688348,285190,2.48441814168,184349,2.46409674981,132300,123240,-100841
276,ATLANTICUS HLDGS CORP,3.19616460248,27533,3.003003003,39627,2.90551689504,55756,3.00152805064,54972,12094,16129
277,ATLAS AIR WORLDWIDE HLDGS IN,41.3415290686,169031,42.2714784882,187455,41.4154287734,93371,42.8134112902,68927,18424,-94084
278,ATLASSIAN CORP PLC,30.0893276916,10635,25.1574584148,55729,25.8941324546,70711,29.9625468165,6942,45094,14982
279,ATMOS ENERGY CORP,63.0401747837,840353,74.2602136973,1567919,81.3200868016,1649740,74.4700142883,2145105,727566,81821
280,ATRICURE INC,22.4603462889,16518,16.8363952715,19541,14.1140668451,19059,15.7945893407,12346,3023,-482
