nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
SANDY SPRING BANCORP INC,CMN,800363103,235,5871,SH,DFND,6,5871,0,0,
SANFILIPPO JOHN B & SON INC,CMN,800422107,1174,16674,SH,DFND,1,16674,0,0,
SANFILIPPO JOHN B & SON INC,CMN,800422107,1281,18201,SH,DFND,2,18201,0,0,
SANGAMO BIOSCIENCES INC,CMN,800677106,532,174455,SH,DFND,1,174455,0,0,
SANGAMO BIOSCIENCES INC,CMN,800677106,153,50000,SH,DFND,1,50000,0,0,Call
SANMINA CORPORATION,CMN,801056102,8878,242246,SH,DFND,1,242246,0,0,
SANMINA CORPORATION,CMN,801056102,3271,89256,SH,DFND,2,89256,0,0,
SANOFI,RTS,80105N113,156,411605,SH,DFND,1,411605,0,0,
SANOFI,CMN,80105N105,8698,215078,SH,DFND,1,212273,0,2805,
SANOFI,CMN,80105N105,1719,42500,SH,DFND,1,42500,0,0,Put
SANOFI,CMN,80105N105,1549,38300,SH,DFND,1,38300,0,0,Call
SANOFI,CMN,80105N105,27228,673304,SH,DFND,2,673304,0,0,
SANTANDER CONSUMER USA HDG I,CMN,80283M101,18227,1350124,SH,DFND,1,1350124,0,0,
SANTANDER CONSUMER USA HDG I,CMN,80283M101,381,28200,SH,DFND,1,28200,0,0,Put
SANTANDER CONSUMER USA HDG I,CMN,80283M101,1310,97000,SH,DFND,1,97000,0,0,Call
SANTANDER CONSUMER USA HDG I,CMN,80283M101,1830,135544,SH,DFND,2,128908,0,6636,
SAP SE,CMN,803054204,103402,1196362,SH,DFND,1,1187517,0,8845,
SAP SE,CMN,803054204,130,1500,SH,DFND,1,1500,0,0,Call
SAP SE,CMN,803054204,182,2100,SH,DFND,1,2100,0,0,Put
SAP SE,CMN,803054204,24637,285057,SH,DFND,2,285057,0,0,
SAREPTA THERAPEUTICS INC,CMN,803607100,5634,205383,SH,DFND,1,205383,0,0,
SAREPTA THERAPEUTICS INC,CMN,803607100,1391,50700,SH,DFND,1,50700,0,0,Put
SAREPTA THERAPEUTICS INC,CMN,803607100,3100,113000,SH,DFND,1,113000,0,0,Call
SAREPTA THERAPEUTICS INC,CMN,803607100,905,32980,SH,DFND,2,32980,0,0,
SAUL CTRS INC,CMN,804395101,1975,29652,SH,DFND,1,29652,0,0,
SAUL CTRS INC,CMN,804395101,235,3523,SH,DFND,2,3523,0,0,
SBA COMMUNICATIONS CORP,CMN,78388J106,49373,478146,SH,DFND,1,469721,0,8425,
SBA COMMUNICATIONS CORP,CMN,78388J106,114,1100,SH,DFND,1,1100,0,0,Put
SBA COMMUNICATIONS CORP,CMN,78388J106,134,1300,SH,DFND,1,1300,0,0,Call
SBA COMMUNICATIONS CORP,CMN,78388J106,111553,1080310,SH,DFND,2,1030077,0,50233,
SBA COMMUNICATIONS CORP,CMN,78388J106,289,2802,SH,DFND,6,2802,0,0,
SBA COMMUNICATIONS CORP,CMN,78388J106,227,2203,SH,OTR,"6,2",0,2203,0,
SCANA CORP NEW,CMN,80589M102,165893,2263818,SH,DFND,1,2263803,0,15,
SCANA CORP NEW,CMN,80589M102,67474,920764,SH,DFND,2,903027,0,17737,
SCANA CORP NEW,CMN,80589M102,332,4524,SH,DFND,6,4524,0,0,
SCANSOURCE INC,CMN,806037107,4336,107451,SH,DFND,1,107451,0,0,
SCHEIN HENRY INC,CMN,806407102,50567,333311,SH,DFND,1,281614,0,51697,
SCHEIN HENRY INC,CMN,806407102,1441,9500,SH,DFND,1,9500,0,0,Put
SCHEIN HENRY INC,CMN,806407102,22236,146571,SH,DFND,2,144449,0,2122,
SCHEIN HENRY INC,CMN,806407102,560,3688,SH,DFND,6,3688,0,0,
SCHLUMBERGER LTD,CMN,806857108,233825,2785283,SH,DFND,1,2190027,0,595256,
SCHLUMBERGER LTD,CMN,806857108,107055,1275223,SH,DFND,1,1275223,0,0,Put
SCHLUMBERGER LTD,CMN,806857108,115137,1371500,SH,DFND,1,1371500,0,0,Call
SCHLUMBERGER LTD,CMN,806857108,196562,2341416,SH,DFND,2,2235056,0,106360,
SCHLUMBERGER LTD,CMN,806857108,3195,38060,SH,DFND,3,7451,0,30609,
SCHLUMBERGER LTD,CMN,806857108,30408,362217,SH,DFND,5,1771,0,360446,
SCHLUMBERGER LTD,CMN,806857108,4404,52460,SH,DFND,6,52460,0,0,
SCHLUMBERGER LTD,CMN,806857108,558,6641,SH,OTR,"6,2",0,6641,0,
SCHNITZER STL INDS,CMN,806882106,2810,109342,SH,DFND,1,109342,0,0,
SCHNITZER STL INDS,CMN,806882106,31,1200,SH,DFND,1,1200,0,0,Call
SCHNITZER STL INDS,CMN,806882106,13,500,SH,DFND,1,500,0,0,Put
SCHNITZER STL INDS,CMN,806882106,7513,292350,SH,DFND,2,292350,0,0,
SCHOLASTIC CORP,CMN,807066105,1808,38062,SH,DFND,1,38062,0,0,
SCHOLASTIC CORP,CMN,807066105,261,5496,SH,DFND,2,5496,0,0,
SCHULMAN A INC,CMN,808194104,2423,72436,SH,DFND,1,72436,0,0,
SCHULMAN A INC,CMN,808194104,367,10968,SH,DFND,2,10968,0,0,
SCHWAB CHARLES CORP NEW,CMN,808513105,132539,3357980,SH,DFND,1,3348699,0,9281,
SCHWAB CHARLES CORP NEW,CMN,808513105,38799,983000,SH,DFND,1,983000,0,0,Put
SCHWAB CHARLES CORP NEW,CMN,808513105,141026,3573000,SH,DFND,1,3573000,0,0,Call
SCHWAB CHARLES CORP NEW,CMN,808513105,59648,1511224,SH,DFND,2,1508283,0,2941,
SCHWAB CHARLES CORP NEW,CMN,808513105,70261,1780100,SH,DFND,2,1565900,0,214200,Call
SCHWAB CHARLES CORP NEW,CMN,808513105,2552,64669,SH,DFND,6,64669,0,0,
SCHWAB STRATEGIC TR,CMN,808524201,2135,40082,SH,DFND,1,40082,0,0,
SCHWAB STRATEGIC TR,CMN,808524508,2258,50002,SH,DFND,1,50002,0,0,
SCHWAB STRATEGIC TR,CMN,808524300,2797,50098,SH,DFND,1,50098,0,0,
SCHWAB STRATEGIC TR,CMN,808524805,1861,67244,SH,DFND,1,67244,0,0,
SCHWAB STRATEGIC TR,CMN,808524797,2183,50100,SH,DFND,1,50100,0,0,
SCHWEITZER-MAUDUIT INTL INC,CMN,808541106,4865,106855,SH,DFND,1,106855,0,0,
SCHWEITZER-MAUDUIT INTL INC,CMN,808541106,2024,44463,SH,DFND,2,44463,0,0,
SCICLONE PHARMACEUTICALS INC,CMN,80862K104,2307,213590,SH,DFND,1,213590,0,0,
SCICLONE PHARMACEUTICALS INC,CMN,80862K104,1420,131524,SH,DFND,2,131524,0,0,
SCIENCE APPLICATNS INTL CP N,CMN,808625107,31060,366277,SH,DFND,1,366277,0,0,
SCIENCE APPLICATNS INTL CP N,CMN,808625107,5478,64603,SH,DFND,2,64603,0,0,
SCIENTIFIC GAMES CORP,CMN,80874P109,2212,157998,SH,DFND,1,157998,0,0,
SCIENTIFIC GAMES CORP,CMN,80874P109,353,25200,SH,DFND,1,25200,0,0,Put
SCIENTIFIC GAMES CORP,CMN,80874P109,1030,73600,SH,DFND,1,73600,0,0,Call
SCORPIO BULKERS INC,CMN,Y7546A122,365,72316,SH,DFND,1,72316,0,0,
SCORPIO TANKERS INC,CMN,Y7542C106,787,173815,SH,DFND,1,173815,0,0,
SCORPIO TANKERS INC,CMN,Y7542C106,793,174993,SH,DFND,2,174993,0,0,
SCOTTS MIRACLE GRO CO,CMN,810186106,38321,401052,SH,DFND,1,400822,0,230,
SCOTTS MIRACLE GRO CO,CMN,810186106,1959,20500,SH,DFND,1,20500,0,0,Put
SCOTTS MIRACLE GRO CO,CMN,810186106,19253,201500,SH,DFND,1,201500,0,0,Call
SCOTTS MIRACLE GRO CO,CMN,810186106,2631,27539,SH,DFND,2,26935,0,604,
SCRIPPS E W CO OHIO,CMN,811054402,1315,68046,SH,DFND,1,68046,0,0,
SCRIPPS E W CO OHIO,CMN,811054402,2703,139817,SH,DFND,2,139817,0,0,
SCRIPPS NETWORKS INTERACT IN,CMN,811065101,91961,1288512,SH,DFND,1,1270129,0,18383,
SCRIPPS NETWORKS INTERACT IN,CMN,811065101,77398,1084466,SH,DFND,2,1040234,0,44232,
SCRIPPS NETWORKS INTERACT IN,CMN,811065101,353,4940,SH,DFND,6,4940,0,0,
SCRIPPS NETWORKS INTERACT IN,CMN,811065101,180,2528,SH,OTR,"6,2",0,2528,0,
SEABOARD CORP,CMN,811543107,506,128,SH,DFND,1,128,0,0,
SEABOARD CORP,CMN,811543107,451,114,SH,DFND,2,114,0,0,
SEABRIDGE GOLD INC,CMN,811916105,2538,311408,SH,DFND,1,311408,0,0,
SEACHANGE INTL INC,CMN,811699107,27,11732,SH,DFND,1,11732,0,0,
SEACOAST BKG CORP FLA,CMN,811707801,509,23054,SH,DFND,1,23054,0,0,
SEACOR HOLDINGS INC,CMN,811904101,3093,43388,SH,DFND,1,43388,0,0,
SEADRILL LIMITED,CMN,G7945E105,2069,606691,SH,DFND,1,606691,0,0,
SEADRILL LIMITED,CMN,G7945E105,817,239600,SH,DFND,1,239600,0,0,Put
SEADRILL LIMITED,CMN,G7945E105,9374,2749000,SH,DFND,1,2749000,0,0,Call
SEADRILL LIMITED,CMN,G7945E105,2903,851357,SH,DFND,2,851357,0,0,
SEADRILL LIMITED,CMN,G7945E105,460,134910,SH,DFND,3,134910,0,0,
SEADRILL PARTNERS LLC,CMN,Y7545W109,603,143574,SH,DFND,1,143574,0,0,
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,42711,1118977,SH,DFND,1,1117726,0,1251,
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,29376,769600,SH,DFND,1,769600,0,0,Put
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,27574,722400,SH,DFND,1,722400,0,0,Call
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,21312,558354,SH,DFND,2,555040,0,3314,
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,1706,44707,SH,DFND,3,79,0,44628,
SEAGATE TECHNOLOGY PLC,CMN,G7945M107,413,10831,SH,DFND,6,10831,0,0,
SEALED AIR CORP NEW,CMN,81211K100,53491,1179772,SH,DFND,1,853954,0,325818,
SEALED AIR CORP NEW,CMN,81211K100,639,14100,SH,DFND,1,14100,0,0,Put
SEALED AIR CORP NEW,CMN,81211K100,2748,60600,SH,DFND,1,60600,0,0,Call
SEALED AIR CORP NEW,CMN,81211K100,6726,148343,SH,DFND,2,147214,0,1129,
SEARS CDA INC,CMN,81234D109,174,102061,SH,DFND,3,102061,0,0,
SEARS HLDGS CORP,CMN,812350106,839,90312,SH,DFND,1,90312,0,0,
SEARS HLDGS CORP,WTS,812350155,708,199430,SH,DFND,1,199430,0,0,
SEARS HLDGS CORP,CMN,812350106,2577,277400,SH,DFND,1,277400,0,0,Put
SEARS HLDGS CORP,CMN,812350106,3283,353400,SH,DFND,1,353400,0,0,Call
SEARS HLDGS CORP,CMN,812350106,122,13147,SH,DFND,2,13147,0,0,
SEARS HOMETOWN & OUTLET STOR,CMN,812362101,42,8874,SH,DFND,1,8874,0,0,
SEARS HOMETOWN & OUTLET STOR,CMN,812362101,47,9900,SH,DFND,1,9900,0,0,Call
SEARS HOMETOWN & OUTLET STOR,CMN,812362101,71,15200,SH,DFND,1,15200,0,0,Put
SEARS HOMETOWN & OUTLET STOR,CMN,812362101,49,10362,SH,DFND,2,10362,0,0,
SEASPAN CORP,CMN,Y75638109,570,62411,SH,DFND,1,62411,0,0,
SEATTLE GENETICS INC,CMN,812578102,44508,843438,SH,DFND,1,843418,0,20,
SEATTLE GENETICS INC,CMN,812578102,528,10000,SH,DFND,1,10000,0,0,Put
SEATTLE GENETICS INC,CMN,812578102,6655,126117,SH,DFND,2,124900,0,1217,
SEAWORLD ENTMT INC,CMN,81282V100,1357,71676,SH,DFND,1,71676,0,0,
SEAWORLD ENTMT INC,CMN,81282V100,937,49500,SH,DFND,1,49500,0,0,Call
SEAWORLD ENTMT INC,CMN,81282V100,1704,90000,SH,DFND,1,90000,0,0,Put
SEI INVESTMENTS CO,CMN,784117103,42494,860908,SH,DFND,1,836908,0,24000,
SEI INVESTMENTS CO,CMN,784117103,5673,114939,SH,DFND,2,110668,0,4271,
SEI INVESTMENTS CO,CMN,784117103,228,4615,SH,DFND,6,4615,0,0,
SELECT BANCORP INC NEW,CMN,81617L108,119,12064,SH,DFND,1,12064,0,0,
SELECT COMFORT CORP,CMN,81616X103,5120,226333,SH,DFND,1,226333,0,0,
SELECT COMFORT CORP,CMN,81616X103,4015,177505,SH,DFND,2,177505,0,0,
SELECT INCOME REIT,CMN,81618T100,3982,158031,SH,DFND,1,158031,0,0,
SELECT INCOME REIT,CMN,81618T100,605,23989,SH,DFND,2,23989,0,0,
SELECT MED HLDGS CORP,CMN,81619Q105,4227,319026,SH,DFND,1,319026,0,0,
SELECT MED HLDGS CORP,CMN,81619Q105,20,1500,SH,DFND,1,1500,0,0,Put
SELECT MED HLDGS CORP,CMN,81619Q105,284,21429,SH,DFND,2,21429,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y605,360636,15511222,SH,DFND,1,13012629,0,2498593,
SELECT SECTOR SPDR TR,CMN,81369Y886,522708,10761943,SH,DFND,1,10662813,0,99130,
SELECT SECTOR SPDR TR,CMN,81369Y803,481829,9963387,SH,DFND,1,7463381,0,2500006,
SELECT SECTOR SPDR TR,CMN,81369Y860,37746,1227518,SH,DFND,1,988829,0,238689,
SELECT SECTOR SPDR TR,CMN,81369Y209,356700,5174069,SH,DFND,1,5113663,0,60406,
SELECT SECTOR SPDR TR,CMN,81369Y407,157647,1936696,SH,DFND,1,1912141,0,24555,
SELECT SECTOR SPDR TR,CMN,81369Y506,308554,4096575,SH,DFND,1,3880837,0,215738,
SELECT SECTOR SPDR TR,CMN,81369Y100,175503,3531255,SH,DFND,1,3520216,0,11039,
SELECT SECTOR SPDR TR,CMN,81369Y704,531095,8535753,SH,DFND,1,8476190,0,59563,
SELECT SECTOR SPDR TR,CMN,81369Y308,895623,17320118,SH,DFND,1,17179684,0,140434,
SELECT SECTOR SPDR TR,CMN,81369Y803,24504,506700,SH,DFND,1,506700,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y704,99278,1595600,SH,DFND,1,1595600,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y100,10869,218700,SH,DFND,1,218700,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y860,17860,580797,SH,DFND,1,580797,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y860,567,18447,SH,DFND,1,18447,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y605,227269,9775000,SH,DFND,1,9775000,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y605,310471,13353600,SH,DFND,1,13353600,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y506,238328,3164200,SH,DFND,1,3164200,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y100,21967,442000,SH,DFND,1,442000,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y209,42667,618900,SH,DFND,1,618900,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y209,26404,383000,SH,DFND,1,383000,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y886,269996,5558900,SH,DFND,1,5558900,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y886,41226,848800,SH,DFND,1,848800,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y308,57967,1121000,SH,DFND,1,1121000,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y308,35990,696000,SH,DFND,1,696000,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y407,99748,1225400,SH,DFND,1,1225400,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y407,80163,984800,SH,DFND,1,984800,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y506,136133,1807400,SH,DFND,1,1807400,0,0,Call
SELECT SECTOR SPDR TR,CMN,81369Y704,106801,1716500,SH,DFND,1,1716500,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y803,50473,1043700,SH,DFND,1,1043700,0,0,Put
SELECT SECTOR SPDR TR,CMN,81369Y886,509,10480,SH,DFND,2,10480,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y308,120773,2335584,SH,DFND,2,2335584,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y506,9615,127656,SH,DFND,2,127656,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y407,169461,2081827,SH,DFND,2,2081827,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y209,506286,7343869,SH,DFND,2,7343869,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y407,1221,15000,SH,DFND,3,0,0,15000,
SELECT SECTOR SPDR TR,CMN,81369Y100,447,9000,SH,DFND,3,0,0,9000,
SELECT SECTOR SPDR TR,CMN,81369Y886,6134,126300,SH,DFND,3,0,0,126300,
SELECT SECTOR SPDR TR,CMN,81369Y308,4333,83800,SH,DFND,3,0,0,83800,
SELECT SECTOR SPDR TR,CMN,81369Y506,6579,87350,SH,DFND,3,0,0,87350,
SELECT SECTOR SPDR TR,CMN,81369Y209,11708,169831,SH,DFND,3,0,0,169831,
SELECT SECTOR SPDR TR,CMN,81369Y605,10970,471820,SH,DFND,3,100,0,471720,
SELECT SECTOR SPDR TR,CMN,81369Y803,9431,195024,SH,DFND,3,0,0,195024,
SELECT SECTOR SPDR TR,CMN,81369Y209,644,9343,SH,DFND,4,0,0,9343,
SELECT SECTOR SPDR TR,CMN,81369Y803,333,6896,SH,DFND,4,0,0,6896,
SELECT SECTOR SPDR TR,CMN,81369Y605,370,15925,SH,DFND,4,0,0,15925,
SELECT SECTOR SPDR TR,CMN,81369Y407,448,5500,SH,DFND,5,0,0,5500,
SELECT SECTOR SPDR TR,CMN,81369Y605,455,19550,SH,DFND,5,0,0,19550,
SELECT SECTOR SPDR TR,CMN,81369Y308,796,15400,SH,DFND,5,0,0,15400,
SELECT SECTOR SPDR TR,CMN,81369Y803,12406,256529,SH,DFND,5,0,0,256529,
SELECT SECTOR SPDR TR,CMN,81369Y506,5398,71672,SH,DFND,5,0,0,71672,
SELECT SECTOR SPDR TR,CMN,81369Y209,17854,258981,SH,OTR,"6,2",0,258981,0,
SELECT SECTOR SPDR TR,CMN,81369Y407,438,5376,SH,DFND,7,5376,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y860,13904,452172,SH,DFND,7,452172,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y605,75554,3249626,SH,DFND,7,3249626,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y704,51273,824058,SH,DFND,7,824058,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y506,36885,489716,SH,DFND,7,489716,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y886,15616,321515,SH,DFND,7,321515,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y100,14618,294134,SH,DFND,7,294134,0,0,
SELECT SECTOR SPDR TR,CMN,81369Y308,46115,891799,SH,DFND,7,891799,0,0,
SELECTA BIOSCIENCES INC,CMN,816212104,296,17256,SH,DFND,1,17256,0,0,
SELECTIVE INS GROUP INC,CMN,816300107,4299,99853,SH,DFND,1,99853,0,0,
SELECTIVE INS GROUP INC,CMN,816300107,745,17303,SH,DFND,2,17303,0,0,
SEMGROUP CORP,CMN,81663A105,9800,234731,SH,DFND,1,217835,0,16896,
SEMGROUP CORP,CMN,81663A105,33,800,SH,DFND,1,800,0,0,Call
SEMGROUP CORP,CMN,81663A105,42,1000,SH,DFND,1,1000,0,0,Put
SEMGROUP CORP,CMN,81663A105,157490,3772221,SH,DFND,2,3749005,0,23216,
SEMGROUP CORP,CMN,81663A105,220,5267,SH,DFND,6,5267,0,0,
SEMPRA ENERGY,CMN,816851109,124631,1238381,SH,DFND,1,1230996,0,7385,
SEMPRA ENERGY,CMN,816851109,1097,10900,SH,DFND,1,10900,0,0,Call
SEMPRA ENERGY,CMN,816851109,98899,982699,SH,DFND,2,955741,0,26958,
SEMPRA ENERGY,CMN,816851109,832,8263,SH,DFND,6,8263,0,0,
SEMTECH CORP,CMN,816850101,5282,167402,SH,DFND,1,167402,0,0,
SEMTECH CORP,CMN,816850101,117,3700,SH,DFND,1,3700,0,0,Put
SEMTECH CORP,CMN,816850101,274,8700,SH,DFND,1,8700,0,0,Call
SEMTECH CORP,CMN,816850101,62497,1980888,SH,DFND,2,1873437,0,107451,
SENECA FOODS CORP NEW,CMN,817070501,1010,25220,SH,DFND,1,25220,0,0,
SENIOR HSG PPTYS TR,CMN,81721M109,23933,1264274,SH,DFND,1,1264274,0,0,
SENIOR HSG PPTYS TR,CMN,81721M109,5052,266883,SH,DFND,2,264364,0,2519,
SENOMYX INC,CMN,81724Q107,21,21609,SH,DFND,1,21609,0,0,
SENSATA TECHNOLOGIES HLDG NV,CMN,N7902X106,54229,1392276,SH,DFND,1,1390942,0,1334,
SENSATA TECHNOLOGIES HLDG NV,CMN,N7902X106,99072,2543579,SH,DFND,2,2456339,0,87240,
SENSATA TECHNOLOGIES HLDG NV,CMN,N7902X106,8,217,SH,DFND,6,217,0,0,
SENSATA TECHNOLOGIES HLDG NV,CMN,N7902X106,233,5983,SH,OTR,"6,2",0,5983,0,
SENSIENT TECHNOLOGIES CORP,CMN,81725T100,11284,143603,SH,DFND,1,143603,0,0,
SENSIENT TECHNOLOGIES CORP,CMN,81725T100,624,7937,SH,DFND,2,7937,0,0,
SEQUANS COMMUNICATIONS S A,CMN,817323108,48,25643,SH,DFND,2,25643,0,0,
SEQUENTIAL BRNDS GROUP INC N,CMN,81734P107,71,15109,SH,DFND,1,15109,0,0,
SERES THERAPEUTICS INC,CMN,81750R102,352,35567,SH,DFND,1,35567,0,0,
SERITAGE GROWTH PPTYS,CMN,81752R100,23531,550959,SH,DFND,1,550959,0,0,
SERITAGE GROWTH PPTYS,CMN,81752R100,375,8772,SH,DFND,2,8772,0,0,
SERVICE CORP INTL,CMN,817565104,17760,625338,SH,DFND,1,624273,0,1065,
SERVICE CORP INTL,CMN,817565104,324,11400,SH,DFND,1,11400,0,0,Call
SERVICE CORP INTL,CMN,817565104,57,2000,SH,DFND,1,2000,0,0,Put
SERVICE CORP INTL,CMN,817565104,2727,96022,SH,DFND,2,95271,0,751,
SERVICE CORP INTL,CMN,817565104,335,11812,SH,DFND,6,11812,0,0,
SERVICEMASTER GLOBAL HLDGS I,CMN,81761R109,9983,264999,SH,DFND,1,264999,0,0,
SERVICEMASTER GLOBAL HLDGS I,CMN,81761R109,992,26339,SH,DFND,2,25219,0,1120,
SERVICENOW INC,CMN,81762P102,44959,604771,SH,DFND,1,603795,0,976,
SERVICENOW INC,CMN,81762P102,1859,25000,SH,DFND,1,25000,0,0,Call
SERVICENOW INC,CMN,81762P102,90624,1219046,SH,DFND,2,1190079,0,28967,
SERVICENOW INC,CMN,81762P102,212,2849,SH,DFND,6,2849,0,0,
SERVICENOW INC,CMN,81762P102,139,1871,SH,OTR,"6,2",0,1871,0,
SERVICESOURCE INTL INC,CMN,81763U100,171,30183,SH,DFND,1,30183,0,0,
SERVISFIRST BANCSHARES INC,CMN,81768T108,2830,75577,SH,DFND,1,75577,0,0,
SHAKE SHACK INC,CMN,819047101,3599,100555,SH,DFND,1,100555,0,0,
SHAKE SHACK INC,CMN,819047101,809,22600,SH,DFND,1,22600,0,0,Call
SHAKE SHACK INC,CMN,819047101,4016,112200,SH,DFND,1,112200,0,0,Put
SHAKE SHACK INC,CMN,819047101,9390,262360,SH,DFND,2,262360,0,0,
SHAW COMMUNICATIONS INC,CMN,82028K200,24378,1215242,SH,DFND,1,1215242,0,0,
SHAW COMMUNICATIONS INC,CMN,82028K200,3029,151011,SH,DFND,2,149512,0,1499,
SHAW COMMUNICATIONS INC,CMN,82028K200,9416,469390,SH,DFND,3,469390,0,0,
SHELL MIDSTREAM PARTNERS L P,CMN,822634101,14359,493589,SH,DFND,1,493589,0,0,
SHELL MIDSTREAM PARTNERS L P,CMN,822634101,114495,3935898,SH,DFND,2,3935898,0,0,
SHELL MIDSTREAM PARTNERS L P,CMN,822634101,244,8400,SH,DFND,6,8400,0,0,
SHENANDOAH TELECOMMUNICATION,CMN,82312B106,1690,61894,SH,DFND,1,61894,0,0,
SHENANDOAH TELECOMMUNICATION,CMN,82312B106,815,29856,SH,DFND,2,29856,0,0,
SHERWIN WILLIAMS CO,CMN,824348106,68233,253901,SH,DFND,1,179903,0,73998,
SHERWIN WILLIAMS CO,CMN,824348106,15103,56200,SH,DFND,1,56200,0,0,Call
SHERWIN WILLIAMS CO,CMN,824348106,6826,25400,SH,DFND,1,25400,0,0,Put
SHERWIN WILLIAMS CO,CMN,824348106,119693,445385,SH,DFND,2,373410,0,71975,
SHERWIN WILLIAMS CO,CMN,824348106,18282,68030,SH,DFND,5,13,0,68017,
SHERWIN WILLIAMS CO,CMN,824348106,852,3170,SH,DFND,6,3170,0,0,
SHERWIN WILLIAMS CO,CMN,824348106,808,3007,SH,OTR,"6,2",0,3007,0,
SHINHAN FINANCIAL GROUP CO L,CMN,824596100,1362,36187,SH,DFND,1,36087,0,100,
SHINHAN FINANCIAL GROUP CO L,CMN,824596100,3345,88880,SH,DFND,2,88880,0,0,
SHIP FINANCE INTERNATIONAL L,CMN,G81075106,204,13715,SH,DFND,1,13715,0,0,
SHIP FINANCE INTERNATIONAL L,CMN,G81075106,3713,250000,SH,DFND,1,250000,0,0,Call
SHIP FINANCE INTERNATIONAL L,CMN,G81075106,2970,200000,SH,DFND,1,200000,0,0,Put
SHIP FINANCE INTERNATIONAL L,CMN,G81075106,214,14393,SH,DFND,2,14393,0,0,
SHIRE PLC,CMN,82481R106,34322,201443,SH,DFND,1,181250,0,20193,
SHIRE PLC,CMN,82481R106,50,294,SH,DFND,1,294,0,0,Put
SHIRE PLC,CMN,82481R106,21,126,SH,DFND,1,126,0,0,Call
SHIRE PLC,CMN,82481R106,115773,679501,SH,DFND,2,679501,0,0,
SHOE CARNIVAL INC,CMN,824889109,689,25525,SH,DFND,1,25525,0,0,
SHOPIFY INC,CMN,82509L107,1002,23367,SH,DFND,1,23367,0,0,
SHOPIFY INC,CMN,82509L107,463,10800,SH,DFND,2,10800,0,0,
SHOPIFY INC,CMN,82509L107,257,5989,SH,DFND,3,5989,0,0,
SHORE BANCSHARES INC,CMN,825107105,274,17968,SH,DFND,1,17968,0,0,
SHORETEL INC,CMN,825211105,315,44005,SH,DFND,1,44005,0,0,
SHORETEL INC,CMN,825211105,159,22285,SH,DFND,2,22285,0,0,
SHUTTERFLY INC,CMN,82568P304,2540,50624,SH,DFND,1,50624,0,0,
SHUTTERFLY INC,CMN,82568P304,12774,254566,SH,DFND,2,254566,0,0,
SHUTTERSTOCK INC,CMN,825690100,3439,72373,SH,DFND,1,72363,0,10,
SHUTTERSTOCK INC,CMN,825690100,4367,91888,SH,DFND,2,91888,0,0,
SIBANYE GOLD LTD,CMN,825724206,3978,563423,SH,DFND,1,563423,0,0,
SIBANYE GOLD LTD,CMN,825724206,123,17400,SH,DFND,1,17400,0,0,Call
SIBANYE GOLD LTD,CMN,825724206,88,12400,SH,DFND,1,12400,0,0,Put
SIBANYE GOLD LTD,CMN,825724206,160,22605,SH,DFND,3,22605,0,0,
SIENTRA INC,CMN,82621J105,6679,783928,SH,DFND,2,783928,0,0,
SIGMA DESIGNS INC,CMN,826565103,112,18665,SH,DFND,1,18665,0,0,
SIGMA DESIGNS INC,CMN,826565103,49,8200,SH,DFND,1,8200,0,0,Call
