nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
ALIGN TECHNOLOGY INC,CMN,016255101,2107,36880,SH,DFND,2,36880,0,0,
ALIMERA SCIENCES INC,CMN,016259103,227,48288,SH,DFND,1,48288,0,0,
ALKERMES PLC,CMN,G01767105,9179,225747,SH,DFND,1,225747,0,0,
ALKERMES PLC,CMN,G01767105,2440,60000,SH,DFND,1,60000,0,0,Put
ALKERMES PLC,CMN,G01767105,3861,94946,SH,DFND,2,94946,0,0,
ALLEGHANY CORP DEL,CMN,017175100,8734,21836,SH,DFND,1,21836,0,0,
ALLEGHANY CORP DEL,CMN,017175100,537,1343,SH,DFND,2,1343,0,0,
ALLEGHENY TECHNOLOGIES INC,CMN,01741R102,10978,308118,SH,DFND,1,307287,0,831,
ALLEGHENY TECHNOLOGIES INC,CNV,01741RAD4,2938,2842000,PRN,DFND,1,2842000,0,0,
ALLEGHENY TECHNOLOGIES INC,CMN,01741R102,4796,134600,SH,DFND,1,134600,0,0,Put
ALLEGHENY TECHNOLOGIES INC,CMN,01741R102,3531,99100,SH,DFND,1,99100,0,0,Call
ALLEGHENY TECHNOLOGIES INC,CMN,01741R102,4004,112375,SH,DFND,2,112375,0,0,
ALLEGIANT TRAVEL CO,CMN,01748X102,3423,32467,SH,DFND,1,32467,0,0,
ALLEGIANT TRAVEL CO,CMN,01748X102,7102,67356,SH,DFND,2,67356,0,0,
ALLEGION PUB LTD CO,CMN,G0176J109,49033,1109602,SH,DFND,1,1108886,0,716,
ALLEGION PUB LTD CO,CMN,G0176J109,3237,73260,SH,DFND,1,73260,0,0,Put
ALLEGION PUB LTD CO,CMN,G0176J109,1973,44649,SH,DFND,1,44649,0,0,Call
ALLEGION PUB LTD CO,CMN,G0176J109,2866,64862,SH,DFND,2,64862,0,0,
ALLEGION PUB LTD CO,CMN,G0176J109,542,12273,SH,DFND,7,12273,0,0,
ALLERGAN INC,CMN,018490102,71859,646909,SH,DFND,1,613191,0,33718,
ALLERGAN INC,CMN,018490102,19006,171100,SH,DFND,1,171100,0,0,Put
ALLERGAN INC,CMN,018490102,32391,291600,SH,DFND,1,291600,0,0,Call
ALLERGAN INC,CMN,018490102,130223,1172338,SH,DFND,2,1169486,0,2852,
ALLERGAN INC,CMN,018490102,1838,16547,SH,DFND,3,0,0,16547,
ALLERGAN INC,CMN,018490102,1689,15206,SH,DFND,4,0,0,15206,
ALLERGAN INC,CMN,018490102,1674,15073,SH,OTR,"6,2",0,15073,0,
ALLETE INC,CMN,018522300,3726,74698,SH,DFND,1,73781,0,917,
ALLETE INC,CMN,018522300,42597,853996,SH,DFND,2,804362,0,49634,
ALLIANCE DATA SYSTEMS CORP,CMN,018581108,29556,112412,SH,DFND,1,112412,0,0,
ALLIANCE DATA SYSTEMS CORP,CMN,018581108,2130,8100,SH,DFND,1,8100,0,0,Put
ALLIANCE DATA SYSTEMS CORP,CMN,018581108,736,2800,SH,DFND,1,2800,0,0,Call
ALLIANCE DATA SYSTEMS CORP,CMN,018581108,3583,13629,SH,DFND,2,13629,0,0,
ALLIANCE FIBER OPTIC PRODS I,CMN,018680306,497,33025,SH,DFND,1,33025,0,0,
ALLIANCE HEALTHCARE SRVCS IN,CMN,018606301,473,19138,SH,DFND,1,19138,0,0,
ALLIANCE HOLDINGS GP LP,CMN,01861G100,267,4548,SH,DFND,1,4548,0,0,
ALLIANCE HOLDINGS GP LP,CMN,01861G100,19229,327980,SH,DFND,2,327980,0,0,
ALLIANCE NEW YORK MUN INC FD,CMN,018714105,164,13822,SH,DFND,1,13822,0,0,
ALLIANCE ONE INTL INC,CMN,018772103,3625,1188658,SH,DFND,1,1188658,0,0,
ALLIANCE RES PARTNER L P,CMN,01877R108,522,6774,SH,DFND,1,6774,0,0,
ALLIANCE RES PARTNER L P,CMN,01877R108,3469,45049,SH,DFND,2,45049,0,0,
ALLIANCEBERNSTEIN GBL HGH IN,CMN,01879R106,249,17419,SH,DFND,1,17419,0,0,
ALLIANCEBERNSTEIN HOLDING LP,CMN,01881G106,254,11891,SH,DFND,1,11891,0,0,
ALLIANCEBERNSTEIN HOLDING LP,CMN,01881G106,5958,279197,SH,DFND,2,279197,0,0,
ALLIANCEBERNSTEIN INCOME FUN,CMN,01881E101,4189,587557,SH,DFND,1,587557,0,0,
ALLIANT ENERGY CORP,CMN,018802108,11891,230439,SH,DFND,1,230439,0,0,
ALLIANT ENERGY CORP,CMN,018802108,2216,42954,SH,DFND,2,42954,0,0,
ALLIANT TECHSYSTEMS INC,CMN,018804104,11718,96303,SH,DFND,1,96283,0,20,
ALLIANT TECHSYSTEMS INC,CMN,018804104,1071,8800,SH,DFND,1,8800,0,0,Put
ALLIANT TECHSYSTEMS INC,CMN,018804104,681,5600,SH,DFND,1,5600,0,0,Call
ALLIANT TECHSYSTEMS INC,CMN,018804104,4921,40439,SH,DFND,2,40439,0,0,
ALLIANZGI NFJ DIVID INT & PR,CMN,01883A107,329,18560,SH,DFND,1,17060,0,1500,
ALLIED NEVADA GOLD CORP,CMN,019344100,383,107859,SH,DFND,1,107859,0,0,
ALLIED NEVADA GOLD CORP,CMN,019344100,0,100,SH,DFND,1,100,0,0,Call
ALLIED NEVADA GOLD CORP,CMN,019344100,134,37787,SH,DFND,2,37787,0,0,
ALLIED WRLD ASSUR COM HLDG A,CMN,H01531104,12320,109207,SH,DFND,1,20207,0,89000,
ALLIED WRLD ASSUR COM HLDG A,CMN,H01531104,7342,65079,SH,DFND,2,65079,0,0,
ALLISON TRANSMISSION HLDGS I,CMN,01973R101,1367,49521,SH,DFND,1,49521,0,0,
ALLISON TRANSMISSION HLDGS I,CMN,01973R101,253,9156,SH,DFND,2,9156,0,0,
ALLSCRIPTS HEALTHCARE SOLUTN,CMN,01988P108,3603,233076,SH,DFND,1,229141,0,3935,
ALLSCRIPTS HEALTHCARE SOLUTN,CMN,01988P108,119613,7736931,SH,DFND,2,7524547,0,212384,
ALLSTATE CORP,CMN,020002101,75696,1387902,SH,DFND,1,1337300,0,50602,
ALLSTATE CORP,CMN,020002101,6910,126700,SH,DFND,1,126700,0,0,Put
ALLSTATE CORP,CMN,020002101,6490,119000,SH,DFND,1,119000,0,0,Call
ALLSTATE CORP,CMN,020002101,18715,343140,SH,DFND,2,343140,0,0,
ALMOST FAMILY INC,CMN,020409108,4221,130561,SH,DFND,1,130561,0,0,
ALMOST FAMILY INC,CMN,020409108,2454,75900,SH,DFND,1,75900,0,0,Put
ALMOST FAMILY INC,CMN,020409108,17982,556200,SH,DFND,1,556200,0,0,Call
ALNYLAM PHARMACEUTICALS INC,CMN,02043Q107,27192,422900,SH,DFND,1,282900,0,140000,
ALNYLAM PHARMACEUTICALS INC,CMN,02043Q107,1148,17850,SH,DFND,2,17850,0,0,
ALON USA ENERGY INC,CMN,020520102,19516,1179916,SH,DFND,1,1179916,0,0,
ALON USA PARTNERS LP,CMN,02052T109,280,16780,SH,DFND,1,16780,0,0,
ALPHA & OMEGA SEMICONDUCTOR,CMN,G6331P104,480,62279,SH,DFND,1,62279,0,0,
ALPHA NATURAL RESOURCES INC,CMN,02076X102,9998,1400321,SH,DFND,1,1400321,0,0,
ALPHA NATURAL RESOURCES INC,CNV,02076XAE2,378,365000,PRN,DFND,1,365000,0,0,
ALPHA NATURAL RESOURCES INC,CNV,02076XAA0,78,77000,PRN,DFND,1,77000,0,0,
ALPHA NATURAL RESOURCES INC,CMN,02076X102,8615,1206600,SH,DFND,1,1206600,0,0,Call
ALPHA NATURAL RESOURCES INC,CMN,02076X102,7083,992000,SH,DFND,1,992000,0,0,Put
ALPHA NATURAL RESOURCES INC,CMN,02076X102,743,104017,SH,DFND,2,93438,0,10579,
ALPHA NATURAL RESOURCES INC,CMN,02076X102,248,34749,SH,DFND,3,34749,0,0,
ALPHATEC HOLDINGS INC,CMN,02081G102,26,13129,SH,DFND,1,13129,0,0,
ALPINE GLOBAL PREMIER PPTYS,CMN,02083A103,99,13768,SH,DFND,1,13768,0,0,
ALPINE TOTAL DYNAMIC DIVID F,CMN,021060108,73,17368,SH,DFND,1,17368,0,0,
ALPS ETF TR,CMN,00162Q866,95958,5393915,SH,DFND,1,4300546,0,1093369,
ALPS ETF TR,CMN,00162Q759,1922,89415,SH,DFND,1,89415,0,0,
ALPS ETF TR,CMN,00162Q775,1829,88913,SH,DFND,1,88913,0,0,
ALPS ETF TR,CMN,00162Q767,1486,57269,SH,DFND,1,57269,0,0,
ALPS ETF TR,CMN,00162Q742,2511,80010,SH,DFND,1,80010,0,0,
ALPS ETF TR,CMN,00162Q866,12008,675000,SH,DFND,2,675000,0,0,
ALTERA CORP,CMN,021441100,93911,2888603,SH,DFND,1,1038408,0,1850195,
ALTERA CORP,CMN,021441100,17143,527300,SH,DFND,1,527300,0,0,Call
ALTERA CORP,CMN,021441100,12354,380000,SH,DFND,1,380000,0,0,Put
ALTERA CORP,CMN,021441100,509433,15669570,SH,DFND,2,15509550,0,160020,
ALTERA CORP,CMN,021441100,3067,94328,SH,DFND,3,0,0,94328,
ALTERA CORP,CMN,021441100,1262,38821,SH,DFND,4,0,0,38821,
ALTERA CORP,CMN,021441100,17729,545318,SH,DFND,5,0,0,545318,
ALTERA CORP,CMN,021441100,3487,107250,SH,OTR,"6,2",0,107250,0,
ALTERA CORP,CMN,021441100,299,9196,SH,DFND,7,9196,0,0,
ALTISOURCE PORTFOLIO SOLNS S,CMN,L0175J104,591,3724,SH,DFND,1,3724,0,0,
ALTISOURCE RESIDENTIAL CORP,CMN,02153W100,335,11116,SH,DFND,1,11116,0,0,
ALTRA INDL MOTION CORP,CMN,02208R106,2481,72514,SH,DFND,1,72514,0,0,
ALTRA INDL MOTION CORP,CNV,02208RAE6,96,70000,PRN,DFND,1,70000,0,0,
ALTRIA GROUP INC,CMN,02209S103,182844,4762799,SH,DFND,1,4322225,0,440574,
ALTRIA GROUP INC,CMN,02209S103,22274,580200,SH,DFND,1,580200,0,0,Put
ALTRIA GROUP INC,CMN,02209S103,31249,814000,SH,DFND,1,814000,0,0,Call
ALTRIA GROUP INC,CMN,02209S103,133726,3483353,SH,DFND,2,3200790,0,282563,
ALTRIA GROUP INC,CMN,02209S103,4612,120141,SH,DFND,3,120141,0,0,
ALTRIA GROUP INC,CMN,02209S103,38,1000,SH,DFND,6,1000,0,0,
ALTRIA GROUP INC,CMN,02209S103,2534,65994,SH,OTR,"6,2",0,65994,0,
ALUMINA LTD,CMN,022205108,96,24135,SH,DFND,1,24135,0,0,
ALUMINA LTD,CMN,022205108,44,10987,SH,DFND,2,10987,0,0,
ALUMINUM CORP CHINA LTD,CMN,022276109,167,19214,SH,DFND,1,19214,0,0,
ALUMINUM CORP CHINA LTD,CMN,022276109,16,1800,SH,DFND,1,1800,0,0,Put
ALZA CORP,CNV,02261WAB5,26,21000,PRN,DFND,1,21000,0,0,
AMAG PHARMACEUTICALS INC,CMN,00163U106,2109,86867,SH,DFND,1,86867,0,0,
AMAG PHARMACEUTICALS INC,CMN,00163U106,364,15000,SH,DFND,1,15000,0,0,Call
AMAG PHARMACEUTICALS INC,CMN,00163U106,648,26700,SH,DFND,1,26700,0,0,Put
AMAG PHARMACEUTICALS INC,CMN,00163U106,1104,45464,SH,DFND,2,45464,0,0,
AMARIN CORP PLC,CMN,023111206,444,225296,SH,DFND,1,225296,0,0,
AMARIN CORP PLC,CMN,023111206,1697,861600,SH,DFND,1,861600,0,0,Call
AMARIN CORP PLC,CMN,023111206,119,60400,SH,DFND,1,60400,0,0,Put
AMAZON COM INC,CMN,023135106,846330,2122246,SH,DFND,1,1037634,0,1084612,
AMAZON COM INC,CMN,023135106,362903,910010,SH,DFND,1,910010,0,0,Call
AMAZON COM INC,CMN,023135106,306941,769680,SH,DFND,1,769680,0,0,Put
AMAZON COM INC,CMN,023135106,409241,1026208,SH,DFND,2,876400,0,149808,
AMAZON COM INC,CMN,023135106,16994,42614,SH,DFND,3,11040,0,31574,
AMAZON COM INC,CMN,023135106,1409,3534,SH,DFND,4,0,0,3534,
AMAZON COM INC,CMN,023135106,44852,112470,SH,DFND,5,0,0,112470,
AMAZON COM INC,CMN,023135106,2534,6355,SH,OTR,"6,2",0,6355,0,
AMAZON COM INC,CMN,023135106,1860,4664,SH,DFND,7,4664,0,0,
AMBAC FINL GROUP INC,CMN,023139884,537,21865,SH,DFND,1,21865,0,0,
AMBAC FINL GROUP INC,CMN,023139884,1265,51500,SH,DFND,1,51500,0,0,Put
AMBAC FINL GROUP INC,CMN,023139884,4030,164100,SH,DFND,1,164100,0,0,Call
AMBARELLA INC,CMN,G037AX101,690,20361,SH,DFND,1,20361,0,0,
AMBEV SA,CMN,02319V103,3919,533155,SH,DFND,1,533155,0,0,
AMBEV SA,CMN,02319V103,825,112300,SH,DFND,1,112300,0,0,Put
AMBEV SA,CMN,02319V103,790,107500,SH,DFND,1,107500,0,0,Call
AMBEV SA,CMN,02319V103,4938,671893,SH,DFND,2,671893,0,0,
AMBEV SA,CMN,02319V103,32212,4382602,SH,DFND,3,4382602,0,0,
AMBEV SA,CMN,02319V103,377,51345,SH,DFND,7,51345,0,0,
AMC NETWORKS INC,CMN,00164V103,7201,105733,SH,DFND,1,105733,0,0,
AMC NETWORKS INC,CMN,00164V103,772,11330,SH,DFND,2,11330,0,0,
AMCOL INTL CORP,CMN,02341W103,1786,52562,SH,DFND,1,52562,0,0,
AMDOCS LTD,CMN,G02602103,5329,129222,SH,DFND,1,129197,0,25,
AMDOCS LTD,CMN,G02602103,12,300,SH,DFND,1,300,0,0,Call
AMDOCS LTD,CMN,G02602103,4,100,SH,DFND,1,100,0,0,Put
AMDOCS LTD,CMN,G02602103,1964,47629,SH,DFND,2,47629,0,0,
AMDOCS LTD,CMN,G02602103,1499,36342,SH,DFND,7,36342,0,0,
AMEDISYS INC,CMN,023436108,1084,74126,SH,DFND,1,74126,0,0,
AMEDISYS INC,CMN,023436108,1385,94700,SH,DFND,1,94700,0,0,Call
AMEDISYS INC,CMN,023436108,331,22645,SH,DFND,2,22645,0,0,
AMERCO,CMN,023586100,2256,9486,SH,DFND,1,9486,0,0,
AMEREN CORP,CMN,023608102,25300,699676,SH,DFND,1,699161,0,515,
AMEREN CORP,CMN,023608102,492,13600,SH,DFND,1,13600,0,0,Put
AMEREN CORP,CMN,023608102,434,12000,SH,DFND,1,12000,0,0,Call
AMEREN CORP,CMN,023608102,19111,528517,SH,DFND,2,524737,0,3780,
AMERESCO INC,CMN,02361E108,175,18145,SH,DFND,1,18145,0,0,
AMERICA MOVIL SAB DE CV,CMN,02364W105,7992,341959,SH,DFND,1,334467,0,7492,
AMERICA MOVIL SAB DE CV,CMN,02364W105,1091,46700,SH,DFND,1,46700,0,0,Call
AMERICA MOVIL SAB DE CV,CMN,02364W105,2851,122000,SH,DFND,1,122000,0,0,Put
AMERICA MOVIL SAB DE CV,CMN,02364W105,91354,3909032,SH,DFND,2,3909032,0,0,
AMERICA MOVIL SAB DE CV,CMN,02364W105,15298,654605,SH,DFND,3,654605,0,0,
AMERICAN AIRLS GROUP INC,CMN,02376R102,34730,1375462,SH,DFND,1,1375462,0,0,
AMERICAN AIRLS GROUP INC,CMN,02376R102,40385,1599400,SH,DFND,1,1599400,0,0,Call
AMERICAN AIRLS GROUP INC,CMN,02376R102,22104,875400,SH,DFND,1,875400,0,0,Put
AMERICAN AIRLS GROUP INC,CMN,02376R102,4781,189327,SH,DFND,2,189327,0,0,
AMERICAN APPAREL INC,CMN,023850100,18,14975,SH,DFND,1,14975,0,0,
AMERICAN ASSETS TR INC,CMN,024013104,2859,90976,SH,DFND,1,90976,0,0,
AMERICAN ASSETS TR INC,CMN,024013104,2992,95200,SH,DFND,2,95200,0,0,
AMERICAN AXLE & MFG HLDGS IN,CMN,024061103,3778,184721,SH,DFND,1,182384,0,2337,
AMERICAN AXLE & MFG HLDGS IN,CMN,024061103,1973,96500,SH,DFND,1,96500,0,0,Call
AMERICAN AXLE & MFG HLDGS IN,CMN,024061103,1102,53900,SH,DFND,1,53900,0,0,Put
AMERICAN AXLE & MFG HLDGS IN,CMN,024061103,44155,2159168,SH,DFND,2,2032738,0,126430,
AMERICAN CAMPUS CMNTYS INC,CMN,024835100,11025,342278,SH,DFND,1,339866,0,2412,
AMERICAN CAMPUS CMNTYS INC,CMN,024835100,93651,2907528,SH,DFND,2,2777122,0,130406,
AMERICAN CAMPUS CMNTYS INC,CMN,024835100,9,288,SH,OTR,"6,2",0,288,0,
AMERICAN CAP LTD,CMN,02503Y103,9553,610776,SH,DFND,1,610776,0,0,
AMERICAN CAP LTD,CMN,02503Y103,2429,155300,SH,DFND,1,155300,0,0,Put
AMERICAN CAP LTD,CMN,02503Y103,3161,202100,SH,DFND,1,202100,0,0,Call
AMERICAN CAP LTD,CMN,02503Y103,1190,76057,SH,DFND,2,76057,0,0,
AMERICAN CAP MTG INVT CORP,CMN,02504A104,6383,365578,SH,DFND,1,365578,0,0,
AMERICAN CAP MTG INVT CORP,CMN,02504A104,454,26000,SH,DFND,1,26000,0,0,Put
AMERICAN CAP MTG INVT CORP,CMN,02504A104,2,100,SH,DFND,1,100,0,0,Call
AMERICAN CAPITAL AGENCY CORP,CMN,02503X105,38523,1997070,SH,DFND,1,1993770,0,3300,
AMERICAN CAPITAL AGENCY CORP,CMN,02503X105,16493,855000,SH,DFND,1,855000,0,0,Put
AMERICAN CAPITAL AGENCY CORP,CMN,02503X105,7618,394900,SH,DFND,1,394900,0,0,Call
AMERICAN CAPITAL AGENCY CORP,CMN,02503X105,1547,80218,SH,DFND,2,80218,0,0,
AMERICAN EAGLE OUTFITTERS NE,CMN,02553E106,4456,309428,SH,DFND,1,299578,0,9850,
AMERICAN EAGLE OUTFITTERS NE,CMN,02553E106,5435,377400,SH,DFND,1,377400,0,0,Call
AMERICAN EAGLE OUTFITTERS NE,CMN,02553E106,3345,232300,SH,DFND,1,232300,0,0,Put
AMERICAN EAGLE OUTFITTERS NE,CMN,02553E106,4032,279991,SH,DFND,2,279991,0,0,
AMERICAN ELEC PWR INC,CMN,025537101,56837,1216014,SH,DFND,1,1201222,0,14792,
AMERICAN ELEC PWR INC,CMN,025537101,14961,320100,SH,DFND,1,320100,0,0,Call
AMERICAN ELEC PWR INC,CMN,025537101,3435,73500,SH,DFND,1,73500,0,0,Put
AMERICAN ELEC PWR INC,CMN,025537101,17187,367710,SH,DFND,2,367710,0,0,
AMERICAN ELEC PWR INC,CMN,025537101,989,21166,SH,DFND,3,21166,0,0,
AMERICAN ELEC PWR INC,CMN,025537101,487,10414,SH,OTR,"6,2",0,10414,0,
AMERICAN EQTY INVT LIFE HLD,CMN,025676206,3603,136598,SH,DFND,1,132643,0,3955,
AMERICAN EQTY INVT LIFE HLD,CMN,025676206,100241,3799887,SH,DFND,2,3585839,0,214048,
AMERICAN EXPRESS CO,CMN,025816109,251312,2769890,SH,DFND,1,2549334,0,220556,
AMERICAN EXPRESS CO,CMN,025816109,105165,1159100,SH,DFND,1,1159100,0,0,Put
AMERICAN EXPRESS CO,CMN,025816109,64754,713700,SH,DFND,1,713700,0,0,Call
AMERICAN EXPRESS CO,CMN,025816109,77016,848843,SH,DFND,2,848823,0,20,
AMERICAN EXPRESS CO,CMN,025816109,6710,73952,SH,DFND,3,172,0,73780,
AMERICAN FINL GROUP INC OHIO,CMN,025932104,7773,134674,SH,DFND,1,134674,0,0,
AMERICAN FINL GROUP INC OHIO,CMN,025932104,2457,42562,SH,DFND,2,42562,0,0,
AMERICAN HOMES 4 RENT,CMN,02665T306,748,46152,SH,DFND,1,46152,0,0,
AMERICAN HOMES 4 RENT,CMN,02665T306,2,100,SH,DFND,1,100,0,0,Call
AMERICAN HOMES 4 RENT,CMN,02665T306,3,200,SH,DFND,1,200,0,0,Put
AMERICAN INTL GROUP INC,CMN,026874784,225516,4417553,SH,DFND,1,4383501,0,34052,
AMERICAN INTL GROUP INC,CMN,026874784,572327,11211100,SH,DFND,1,11211100,0,0,Call
AMERICAN INTL GROUP INC,CMN,026874784,148040,2899900,SH,DFND,1,2899900,0,0,Put
AMERICAN INTL GROUP INC,WTS,026874156,299,14743,SH,DFND,2,14743,0,0,
AMERICAN INTL GROUP INC,CMN,026874784,492534,9648064,SH,DFND,2,9552378,0,95686,
AMERICAN INTL GROUP INC,CMN,026874784,14,280,SH,DFND,6,280,0,0,
AMERICAN INTL GROUP INC,CMN,026874784,6997,137053,SH,OTR,"6,2",0,137053,0,
AMERICAN MIDSTREAM PARTNERS,CMN,02752P100,18225,673000,SH,DFND,2,673000,0,0,
AMERICAN NATL INS CO,CMN,028591105,246,2146,SH,DFND,1,2146,0,0,
AMERICAN NATL INS CO,CMN,028591105,637,5560,SH,DFND,2,5560,0,0,
AMERICAN PAC CORP,CMN,028740108,513,13779,SH,DFND,1,13779,0,0,
AMERICAN PUBLIC EDUCATION IN,CMN,02913V103,1707,39269,SH,DFND,1,39269,0,0,
AMERICAN PUBLIC EDUCATION IN,CMN,02913V103,1802,41454,SH,DFND,2,41454,0,0,
AMERICAN RAILCAR INDS INC,CMN,02916P103,32,698,SH,DFND,1,698,0,0,
AMERICAN RAILCAR INDS INC,CMN,02916P103,247,5400,SH,DFND,1,5400,0,0,Call
AMERICAN RAILCAR INDS INC,CMN,02916P103,46,1000,SH,DFND,1,1000,0,0,Put
AMERICAN RAILCAR INDS INC,CMN,02916P103,544,11895,SH,DFND,2,11895,0,0,
AMERICAN RLTY CAP PPTYS INC,CMN,02917T104,5293,411849,SH,DFND,1,411849,0,0,
AMERICAN RLTY CAP PPTYS INC,CNV,02917TAA2,577,577000,PRN,DFND,1,577000,0,0,
AMERICAN RLTY CAP PPTYS INC,CMN,02917T104,121,9400,SH,DFND,1,9400,0,0,Call
AMERICAN RLTY CAP PPTYS INC,CMN,02917T104,653,50800,SH,DFND,1,50800,0,0,Put
AMERICAN RLTY CAP PPTYS INC,CMN,02917T104,607,47218,SH,DFND,7,47218,0,0,
AMERICAN SCIENCE & ENGR INC,CMN,029429107,1658,23058,SH,DFND,1,23058,0,0,
AMERICAN SCIENCE & ENGR INC,CMN,029429107,2683,37313,SH,DFND,2,37313,0,0,
AMERICAN SOFTWARE INC,CMN,029683109,471,47752,SH,DFND,1,47752,0,0,
AMERICAN STS WTR CO,CMN,029899101,4674,162674,SH,DFND,1,162674,0,0,
AMERICAN STS WTR CO,CMN,029899101,487,16952,SH,DFND,2,16952,0,0,
AMERICAN SUPERCONDUCTOR CORP,CMN,030111108,435,265548,SH,DFND,1,265548,0,0,
AMERICAN SUPERCONDUCTOR CORP,CMN,030111108,83,50800,SH,DFND,1,50800,0,0,Put
AMERICAN SUPERCONDUCTOR CORP,CMN,030111108,114,69700,SH,DFND,1,69700,0,0,Call
AMERICAN TOWER CORP NEW,CMN,03027X100,187737,2352008,SH,DFND,1,1211019,0,1140989,
AMERICAN TOWER CORP NEW,CMN,03027X100,6346,79500,SH,DFND,1,79500,0,0,Call
AMERICAN TOWER CORP NEW,CMN,03027X100,6713,84100,SH,DFND,1,84100,0,0,Put
AMERICAN TOWER CORP NEW,CMN,03027X100,630124,7894315,SH,DFND,2,6286768,0,1607547,
AMERICAN TOWER CORP NEW,CMN,03027X100,41793,523587,SH,DFND,3,0,0,523587,
AMERICAN TOWER CORP NEW,CMN,03027X100,5201,65165,SH,DFND,4,0,0,65165,
AMERICAN TOWER CORP NEW,CMN,03027X100,31754,397818,SH,DFND,5,119,0,397699,
AMERICAN TOWER CORP NEW,CMN,03027X100,3156,39543,SH,OTR,"6,2",0,39543,0,
AMERICAN VANGUARD CORP,CMN,030371108,1337,55052,SH,DFND,1,55052,0,0,
AMERICAN WOODMARK CORP,CMN,030506109,1405,35536,SH,DFND,1,35536,0,0,
AMERICAN WOODMARK CORP,CMN,030506109,846,21397,SH,DFND,2,21397,0,0,
AMERICAN WTR WKS CO INC NEW,CMN,030420103,5038,119216,SH,DFND,1,111146,0,8070,
AMERICAN WTR WKS CO INC NEW,CMN,030420103,4845,114638,SH,DFND,2,87780,0,26858,
AMERICAN WTR WKS CO INC NEW,CMN,030420103,205,4845,SH,DFND,3,4845,0,0,
AMERICAS CAR MART INC,CMN,03062T105,891,21092,SH,DFND,1,21092,0,0,
AMERIGAS PARTNERS L P,CMN,030975106,1007,22597,SH,DFND,1,22597,0,0,
AMERIGAS PARTNERS L P,CMN,030975106,4508,101144,SH,DFND,2,101144,0,0,
AMERIPRISE FINL INC,CMN,03076C106,91988,799549,SH,DFND,1,780912,0,18637,
AMERIPRISE FINL INC,CMN,03076C106,1081,9400,SH,DFND,1,9400,0,0,Call
AMERIPRISE FINL INC,CMN,03076C106,610,5300,SH,DFND,1,5300,0,0,Put
AMERIPRISE FINL INC,CMN,03076C106,73473,638618,SH,DFND,2,517584,0,121034,
AMERIPRISE FINL INC,CMN,03076C106,1826,15868,SH,OTR,"6,2",0,15868,0,
AMERIS BANCORP,CMN,03076K108,574,27185,SH,DFND,1,27185,0,0,
AMERISAFE INC,CMN,03071H100,1637,38755,SH,DFND,1,38755,0,0,
AMERISAFE INC,CMN,03071H100,226,5346,SH,DFND,2,5346,0,0,
AMERISERV FINL INC,CMN,03074A102,38,12532,SH,DFND,1,12532,0,0,
AMERISOURCEBERGEN CORP,CMN,03073E105,52015,739800,SH,DFND,1,735800,0,4000,
AMERISOURCEBERGEN CORP,CMN,03073E105,5674,80700,SH,DFND,1,80700,0,0,Call
AMERISOURCEBERGEN CORP,CMN,03073E105,2932,41700,SH,DFND,1,41700,0,0,Put
AMERISOURCEBERGEN CORP,CMN,03073E105,22720,323141,SH,DFND,2,296420,0,26721,
AMERISOURCEBERGEN CORP,CMN,03073E105,1043,14838,SH,OTR,"6,2",0,14838,0,
AMETEK INC NEW,CMN,031100100,28379,538800,SH,DFND,1,538800,0,0,
AMETEK INC NEW,CMN,031100100,59154,1123104,SH,DFND,2,1080826,0,42278,
AMETEK INC NEW,CMN,031100100,509,9671,SH,OTR,"6,2",0,9671,0,
AMGEN INC,CMN,031162100,257072,2253440,SH,DFND,1,2214957,0,38483,
AMGEN INC,CMN,031162100,63143,553500,SH,DFND,1,553500,0,0,Put
AMGEN INC,CMN,031162100,44890,393500,SH,DFND,1,393500,0,0,Call
AMGEN INC,CMN,031162100,136047,1192560,SH,DFND,2,1126285,0,66275,
AMGEN INC,CMN,031162100,468,4100,SH,DFND,5,0,0,4100,
AMGEN INC,CMN,031162100,1064,9330,SH,OTR,"6,2",0,9330,0,
AMICUS THERAPEUTICS INC,CMN,03152W109,123,52524,SH,DFND,1,52524,0,0,
AMKOR TECHNOLOGY INC,CMN,031652100,1645,268396,SH,DFND,1,268396,0,0,
AMKOR TECHNOLOGY INC,CMN,031652100,89,14500,SH,DFND,1,14500,0,0,Call
AMKOR TECHNOLOGY INC,CMN,031652100,153,25000,SH,DFND,1,25000,0,0,Put
AMKOR TECHNOLOGY INC,CMN,031652100,155,25312,SH,DFND,2,25312,0,0,
AMN HEALTHCARE SERVICES INC,CMN,001744101,3757,255603,SH,DFND,1,255603,0,0,
AMN HEALTHCARE SERVICES INC,CMN,001744101,725,49317,SH,DFND,2,49317,0,0,
AMPCO-PITTSBURGH CORP,CMN,032037103,297,15261,SH,DFND,1,15261,0,0,
AMPHENOL CORP NEW,CMN,032095101,40532,454491,SH,DFND,1,454491,0,0,
AMPHENOL CORP NEW,CMN,032095101,1516,17000,SH,DFND,1,17000,0,0,Call
AMPHENOL CORP NEW,CMN,032095101,1891,21200,SH,DFND,1,21200,0,0,Put
AMPHENOL CORP NEW,CMN,032095101,173866,1949613,SH,DFND,2,1861134,0,88479,
